[2876, 2048]
[headline, [1028.0, 207.0, 448.0, 52.5], shoonya_10sZ7NIHP1OJYZ, 6473890]
[paragraph, [1039.0, 1156.0, 808.0, 46.5], S8VZf74mia, 6473890]
[paragraph, [1039.0, 1202.5, 808.0, 46.5], S8VZf74mia, 6473890]
[paragraph, [1039.0, 1249.0, 808.0, 46.5], S8VZf74mia, 6473890]
[paragraph, [1039.0, 1295.5, 808.0, 46.5], S8VZf74mia, 6473890]
[paragraph, [1039.0, 1342.0, 808.0, 46.5], S8VZf74mia, 6473890]
[paragraph, [1039.0, 1388.5, 808.0, 46.5], S8VZf74mia, 6473890]
[paragraph, [1039.0, 1435.0, 808.0, 46.5], S8VZf74mia, 6473890]
[paragraph, [1039.0, 1481.5, 808.0, 46.5], S8VZf74mia, 6473890]
[paragraph, [1039.0, 1528.0, 808.0, 46.5], S8VZf74mia, 6473890]
[paragraph, [1044.0, 1629.0, 803.0, 46.5], kqShbhw7nC, 6473890]
[paragraph, [1044.0, 1675.5, 803.0, 46.5], kqShbhw7nC, 6473890]
[paragraph, [1044.0, 1722.0, 803.0, 46.5], kqShbhw7nC, 6473890]
[paragraph, [1044.0, 1768.5, 803.0, 46.5], kqShbhw7nC, 6473890]
[paragraph, [1044.0, 1815.0, 803.0, 46.5], kqShbhw7nC, 6473890]
[paragraph, [1044.0, 1861.5, 803.0, 46.5], kqShbhw7nC, 6473890]
[paragraph, [1044.0, 1908.0, 803.0, 46.5], kqShbhw7nC, 6473890]
[paragraph, [178.0, 1850.0, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 1896.5, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 1943.0, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 1989.5, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 2036.0, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 2082.5, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 2129.0, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 2175.5, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 2222.0, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 2268.5, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 2315.0, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 2361.5, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [178.0, 2408.0, 693.0, 46.5], shoonya_3sSIS0KH350A2B, 6473890]
[paragraph, [1011.0, 2004.0, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2050.5, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2097.0, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2143.5, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2190.0, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2236.5, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2283.0, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2329.5, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2376.0, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2422.5, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2469.0, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[paragraph, [1011.0, 2515.5, 864.0, 46.5], shoonya_7sW7XC592XXAXU, 6473890]
[author, [1390.0, 2602.0, 480.0, 46.5], shoonya_11s73Y7U240MRM, 6473890]
[author, [1390.0, 2648.5, 480.0, 46.5], shoonya_11s73Y7U240MRM, 6473890]
