[1650, 1275]
[paragraph, [113.0, 81.0, 342.0, 36.0], shoonya_2sVSDR3CGUUL80, 6472416]
[paragraph, [112.0, 814.0, 344.0, 36.0], shoonya_3sQ99X7D46R3KO, 6472416]
[paragraph, [466.0, 719.0, 343.0, 36.0], shoonya_0s01I1043X2TCA, 6472416]
[paragraph, [466.0, 755.0, 343.0, 36.0], shoonya_0s01I1043X2TCA, 6472416]
[paragraph, [466.0, 791.0, 343.0, 36.0], shoonya_0s01I1043X2TCA, 6472416]
[paragraph, [466.0, 827.0, 343.0, 36.0], shoonya_0s01I1043X2TCA, 6472416]
[headline, [191.0, 922.0, 889.0, 37.5], tMUW7AMHwa, 6472416]
[headline, [191.0, 959.5, 889.0, 37.5], tMUW7AMHwa, 6472416]
[sub-headline, [258.0, 1017.0, 753.0, 36.0], KKIb4ekLUE, 6472416]
[sub-headline, [258.0, 1053.0, 753.0, 36.0], KKIb4ekLUE, 6472416]
[sub-headline, [258.0, 1089.0, 753.0, 36.0], KKIb4ekLUE, 6472416]
[sub-headline, [258.0, 1125.0, 753.0, 36.0], KKIb4ekLUE, 6472416]
[sub-headline, [258.0, 1161.0, 753.0, 36.0], KKIb4ekLUE, 6472416]
[section-title, [363.0, 1259.0, 690.0, 49.5], C4cVzqb8d3, 6472416]
[contact-info, [564.0, 1337.0, 298.0, 36.0], OGHxrIMlZC, 6472416]
[contact-info, [481.0, 1385.0, 465.0, 36.0], xHH5KMjhr5, 6472416]
[contact-info, [481.0, 1421.0, 465.0, 36.0], xHH5KMjhr5, 6472416]
[contact-info, [481.0, 1457.0, 465.0, 36.0], xHH5KMjhr5, 6472416]
[website-link, [583.0, 1442.0, 274.0, 18.0], wMFXcRb2PI, 6472416]
[website-link, [583.0, 1460.0, 274.0, 18.0], wMFXcRb2PI, 6472416]
[folio, [172.0, 1528.0, 253.0, 36.0], yA0kUrgkGL, 6472416]
