[2200, 1700]
[paragraph, [373.0, 105.0, 1133.0, 36.0], shoonya_1s6BVHMFCSR8BC, 5733737]
[paragraph, [372.0, 1491.0, 1131.0, 36.0], shoonya_2sPF2I6FNZGPKU, 5733737]
[paragraph, [369.0, 1588.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1624.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1660.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1696.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1732.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1768.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1804.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1840.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1876.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1912.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1948.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 1984.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 2020.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
[paragraph, [369.0, 2056.0, 1137.0, 36.0], shoonya_0sN86BY249C0AC, 5733737]
