[1725, 1313]
[paragraph, [116.0, 139.0, 532.0, 36.0], shoonya_0sGQBQK60OHDEP, 5771389]
[paragraph, [657.0, 1182.0, 536.0, 36.0], shoonya_2sUFOD34XOU52C, 5771389]
[paragraph, [657.0, 1218.0, 536.0, 36.0], shoonya_2sUFOD34XOU52C, 5771389]
[paragraph, [657.0, 1254.0, 536.0, 36.0], shoonya_2sUFOD34XOU52C, 5771389]
[paragraph, [119.0, 1304.0, 529.0, 36.0], shoonya_9sN25323ZIA5RW, 5771389]
[paragraph, [119.0, 1340.0, 529.0, 36.0], shoonya_9sN25323ZIA5RW, 5771389]
[paragraph, [658.0, 1324.0, 534.0, 36.0], shoonya_3sPI0CC9QKRCFS, 5771389]
[paragraph, [658.0, 1360.0, 534.0, 36.0], shoonya_3sPI0CC9QKRCFS, 5771389]
[paragraph, [658.0, 1396.0, 534.0, 36.0], shoonya_3sPI0CC9QKRCFS, 5771389]
[paragraph, [658.0, 1432.0, 534.0, 36.0], shoonya_3sPI0CC9QKRCFS, 5771389]
[paragraph, [658.0, 1468.0, 534.0, 36.0], shoonya_3sPI0CC9QKRCFS, 5771389]
[paragraph, [658.0, 1504.0, 534.0, 36.0], shoonya_3sPI0CC9QKRCFS, 5771389]
[paragraph, [119.0, 1415.0, 531.0, 36.0], shoonya_7sOALF43R2J42T, 5771389]
[paragraph, [119.0, 1451.0, 531.0, 36.0], shoonya_7sOALF43R2J42T, 5771389]
[paragraph, [119.0, 1487.0, 531.0, 36.0], shoonya_7sOALF43R2J42T, 5771389]
[paragraph, [119.0, 1523.0, 531.0, 36.0], shoonya_7sOALF43R2J42T, 5771389]
[folio, [571.0, 1582.0, 156.0, 36.0], 9Bh3yww62N, 5771389]
