[1650, 1275]
[headline, [129.0, 88.0, 614.0, 37.5], shoonya_0s60XVJ0TIUNPL, 6471725]
[paragraph, [98.0, 1020.0, 350.0, 36.0], qqbaRU27Dn, 6471725]
[paragraph, [98.0, 1056.0, 350.0, 36.0], qqbaRU27Dn, 6471725]
[paragraph, [98.0, 1092.0, 350.0, 36.0], qqbaRU27Dn, 6471725]
[paragraph, [98.0, 1128.0, 350.0, 36.0], qqbaRU27Dn, 6471725]
[paragraph, [98.0, 1164.0, 350.0, 36.0], qqbaRU27Dn, 6471725]
[paragraph, [98.0, 1200.0, 350.0, 36.0], qqbaRU27Dn, 6471725]
[paragraph, [98.0, 1236.0, 350.0, 36.0], qqbaRU27Dn, 6471725]
[paragraph, [447.0, 948.0, 330.0, 36.0], wOXfoPKO3h, 6471725]
[paragraph, [447.0, 984.0, 330.0, 36.0], wOXfoPKO3h, 6471725]
[paragraph, [447.0, 1020.0, 330.0, 36.0], wOXfoPKO3h, 6471725]
[paragraph, [447.0, 1056.0, 330.0, 36.0], wOXfoPKO3h, 6471725]
[paragraph, [447.0, 1092.0, 330.0, 36.0], wOXfoPKO3h, 6471725]
[paragraph, [792.0, 954.0, 349.0, 36.0], 3sA_yVibKy, 6471725]
[paragraph, [792.0, 990.0, 349.0, 36.0], 3sA_yVibKy, 6471725]
[paragraph, [794.0, 1048.0, 349.0, 36.0], XlLopjf82l, 6471725]
[paragraph, [794.0, 1084.0, 349.0, 36.0], XlLopjf82l, 6471725]
[paragraph, [449.0, 1133.0, 338.0, 36.0], xBzakOUGle, 6471725]
[paragraph, [449.0, 1169.0, 338.0, 36.0], xBzakOUGle, 6471725]
[paragraph, [449.0, 1205.0, 338.0, 36.0], xBzakOUGle, 6471725]
[paragraph, [449.0, 1241.0, 338.0, 36.0], xBzakOUGle, 6471725]
[paragraph, [449.0, 1277.0, 338.0, 36.0], xBzakOUGle, 6471725]
[paragraph, [449.0, 1313.0, 338.0, 36.0], xBzakOUGle, 6471725]
[paragraph, [790.0, 1139.0, 357.0, 36.0], cpZ5TNFl-w, 6471725]
[paragraph, [790.0, 1175.0, 357.0, 36.0], cpZ5TNFl-w, 6471725]
[paragraph, [792.0, 1230.0, 330.0, 36.0], NDewPxjEqg, 6471725]
[paragraph, [94.0, 1311.0, 353.0, 36.0], IXPHKi3gGf, 6471725]
[paragraph, [94.0, 1347.0, 353.0, 36.0], IXPHKi3gGf, 6471725]
[paragraph, [94.0, 1383.0, 353.0, 36.0], IXPHKi3gGf, 6471725]
[paragraph, [94.0, 1419.0, 353.0, 36.0], IXPHKi3gGf, 6471725]
[paragraph, [94.0, 1455.0, 353.0, 36.0], IXPHKi3gGf, 6471725]
[paragraph, [788.0, 1317.0, 361.0, 36.0], YwxBrkR0b5, 6471725]
[paragraph, [788.0, 1353.0, 361.0, 36.0], YwxBrkR0b5, 6471725]
[paragraph, [449.0, 1369.0, 330.0, 36.0], blqM1YGMAv, 6471725]
[paragraph, [449.0, 1405.0, 330.0, 36.0], blqM1YGMAv, 6471725]
[paragraph, [449.0, 1441.0, 330.0, 36.0], blqM1YGMAv, 6471725]
[paragraph, [792.0, 1409.0, 340.0, 36.0], RmDEtZ10Z6, 6471725]
[paragraph, [792.0, 1445.0, 340.0, 36.0], RmDEtZ10Z6, 6471725]
[folio, [175.0, 1522.0, 246.0, 36.0], KpXvL3b7mv, 6471725]
