[1518, 1075]
[folio, [527.0, 80.0, 50.0, 36.0], shoonya_4sKBC85MI3MTHC, 5722881]
[paragraph, [89.0, 1181.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 1217.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 1253.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [89.0, 1289.0, 425.0, 36.0], shoonya_0sWAMQ1RZQI820, 5722881]
[paragraph, [533.0, 1043.0, 428.0, 36.0], shoonya_3sQZFUVXUYO4BA, 5722881]
[paragraph, [533.0, 1079.0, 428.0, 36.0], shoonya_3sQZFUVXUYO4BA, 5722881]
[paragraph, [533.0, 1115.0, 428.0, 36.0], shoonya_3sQZFUVXUYO4BA, 5722881]
[paragraph, [533.0, 1151.0, 428.0, 36.0], shoonya_3sQZFUVXUYO4BA, 5722881]
[paragraph, [533.0, 1187.0, 428.0, 36.0], shoonya_3sQZFUVXUYO4BA, 5722881]
[paragraph, [533.0, 1223.0, 428.0, 36.0], shoonya_3sQZFUVXUYO4BA, 5722881]
[paragraph, [533.0, 1259.0, 428.0, 36.0], shoonya_3sQZFUVXUYO4BA, 5722881]
[paragraph, [533.0, 1295.0, 428.0, 36.0], shoonya_3sQZFUVXUYO4BA, 5722881]
[folio, [603.0, 1386.0, 278.0, 36.0], f03nwqmOgV, 5722881]
