[1388, 886]
[folio, [365.0, 73.0, 152.0, 18.0], shoonya_0sWAHOTAI1RVNC, 5742762]
[paragraph, [24.0, 1264.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1282.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [24.0, 1300.0, 407.0, 18.0], TXZd7XCdU7, 5742762]
[paragraph, [440.0, 133.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 151.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 169.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 187.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 205.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 223.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 241.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 259.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 277.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 295.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 313.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 331.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 349.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 367.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 385.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 403.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 421.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 439.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 457.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 475.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 493.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 511.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 529.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 547.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 565.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 583.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 601.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 619.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 637.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 655.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 673.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 691.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 709.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 727.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 745.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 763.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 781.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 799.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 817.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 835.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 853.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 871.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 889.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 907.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 925.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 943.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 961.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 979.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 997.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1015.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1033.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1051.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1069.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1087.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1105.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1123.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1141.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1159.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1177.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1195.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1213.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1231.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1249.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1267.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[paragraph, [440.0, 1285.0, 418.0, 18.0], sCmTlANbUX, 5742762]
[footnote, [570.0, 1354.0, 263.0, 18.0], VhlhL55AUK, 5742762]
