[1387, 987]
[paragraph, [75.0, 73.0, 808.0, 18.0], shoonya_2sIGDHO3Z8M9TV, 5652952]
[paragraph, [62.0, 892.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 910.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 928.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 946.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 964.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 982.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1000.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1018.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1036.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1054.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1072.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1090.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1108.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1126.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1144.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1162.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1180.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
[paragraph, [62.0, 1198.0, 843.0, 18.0], shoonya_1sSFHWE6KTCQYY, 5652952]
