[1357, 828]
[folio, [614.0, 72.0, 115.0, 18.0], EfaB-lBEU_, 5782521]
[sub-ordered-list, [80.0, 583.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 601.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 619.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 637.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 655.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 673.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 691.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 709.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 727.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 745.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 763.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 781.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 799.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 817.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 835.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 853.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 871.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 889.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 907.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 925.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 943.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 961.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 979.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 997.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1015.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1033.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1051.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1069.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1087.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1105.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1123.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1141.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1159.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1177.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1195.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[sub-ordered-list, [80.0, 1213.0, 652.0, 18.0], J9fn8bp77I, 5782521]
[subsub-ordered-list, [87.0, 693.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 711.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 729.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 747.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 765.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 783.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 801.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 819.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 837.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 855.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 873.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 891.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 909.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 927.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 945.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 963.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 981.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 999.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 1017.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [87.0, 1035.0, 639.0, 18.0], wjorMM23Kj, 5782521]
[subsub-ordered-list, [85.0, 1076.0, 643.0, 18.0], shoonya_3sV9JYEGOM99AP, 5782521]
[subsub-ordered-list, [85.0, 1094.0, 643.0, 18.0], shoonya_3sV9JYEGOM99AP, 5782521]
[subsub-ordered-list, [85.0, 1112.0, 643.0, 18.0], shoonya_3sV9JYEGOM99AP, 5782521]
[subsub-ordered-list, [85.0, 1130.0, 643.0, 18.0], shoonya_3sV9JYEGOM99AP, 5782521]
[subsub-ordered-list, [85.0, 1148.0, 643.0, 18.0], shoonya_3sV9JYEGOM99AP, 5782521]
[subsub-ordered-list, [85.0, 1166.0, 643.0, 18.0], shoonya_3sV9JYEGOM99AP, 5782521]
[subsub-ordered-list, [85.0, 1184.0, 643.0, 18.0], shoonya_3sV9JYEGOM99AP, 5782521]
[subsub-ordered-list, [85.0, 1202.0, 643.0, 18.0], shoonya_3sV9JYEGOM99AP, 5782521]
[subsub-ordered-list, [85.0, 1220.0, 643.0, 18.0], shoonya_3sV9JYEGOM99AP, 5782521]
