[842, 595]
[paragraph, [148.0, 72.0, 381.0, 18.0], bKDtedMC8l, 5688893]
[sub-ordered-list, [147.0, 476.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 494.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 512.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 530.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 548.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 566.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 584.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 602.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 620.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 638.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 656.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 674.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 692.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 710.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 728.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
[sub-ordered-list, [147.0, 746.0, 381.0, 18.0], shoonya_4sO9GTCQGULVJK, 5688893]
