[1625, 1211]
[headline, [114.0, 89.0, 952.0, 37.5], BAbec6j7QC, 5742948]
[paragraph, [780.0, 482.0, 343.0, 36.0], l681OL0NSX, 5742948]
[paragraph, [780.0, 518.0, 343.0, 36.0], l681OL0NSX, 5742948]
[paragraph, [426.0, 267.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 303.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 339.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 375.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 411.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 447.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 483.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 519.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 555.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 591.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 627.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 663.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [426.0, 699.0, 341.0, 36.0], H_WYXKAK3j, 5742948]
[paragraph, [790.0, 592.0, 338.0, 36.0], tQ_ptqgIlO, 5742948]
[paragraph, [790.0, 628.0, 338.0, 36.0], tQ_ptqgIlO, 5742948]
[paragraph, [790.0, 664.0, 338.0, 36.0], tQ_ptqgIlO, 5742948]
[paragraph, [790.0, 700.0, 338.0, 36.0], tQ_ptqgIlO, 5742948]
[author, [707.0, 758.0, 207.0, 36.0], czg3vOIQqf, 5742948]
[paragraph, [438.0, 813.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 849.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 885.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 921.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 957.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 993.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1029.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1065.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1101.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1137.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1173.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1209.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1245.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1281.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1317.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [438.0, 1353.0, 344.0, 36.0], pc3siW5REd, 5742948]
[paragraph, [789.0, 814.0, 355.0, 36.0], -wunRjnZiU, 5742948]
[paragraph, [789.0, 850.0, 355.0, 36.0], -wunRjnZiU, 5742948]
[paragraph, [789.0, 886.0, 355.0, 36.0], -wunRjnZiU, 5742948]
[paragraph, [789.0, 922.0, 355.0, 36.0], -wunRjnZiU, 5742948]
[paragraph, [789.0, 958.0, 355.0, 36.0], -wunRjnZiU, 5742948]
[paragraph, [789.0, 994.0, 355.0, 36.0], -wunRjnZiU, 5742948]
[paragraph, [75.0, 832.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [75.0, 868.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [75.0, 904.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [75.0, 940.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [75.0, 976.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [75.0, 1012.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [75.0, 1048.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [75.0, 1084.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [75.0, 1120.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [75.0, 1156.0, 344.0, 36.0], Z72od6M-Xp, 5742948]
[paragraph, [799.0, 1043.0, 338.0, 36.0], shoonya_1s5JIVW8UU91S9, 5742948]
[paragraph, [799.0, 1079.0, 338.0, 36.0], shoonya_1s5JIVW8UU91S9, 5742948]
[paragraph, [799.0, 1115.0, 338.0, 36.0], shoonya_1s5JIVW8UU91S9, 5742948]
[paragraph, [799.0, 1151.0, 338.0, 36.0], shoonya_1s5JIVW8UU91S9, 5742948]
[paragraph, [803.0, 1212.0, 341.0, 36.0], shoonya_2sK0UWHPNSHKLT, 5742948]
[paragraph, [803.0, 1248.0, 341.0, 36.0], shoonya_2sK0UWHPNSHKLT, 5742948]
[paragraph, [803.0, 1284.0, 341.0, 36.0], shoonya_2sK0UWHPNSHKLT, 5742948]
[paragraph, [803.0, 1320.0, 341.0, 36.0], shoonya_2sK0UWHPNSHKLT, 5742948]
[paragraph, [803.0, 1356.0, 341.0, 36.0], shoonya_2sK0UWHPNSHKLT, 5742948]
[paragraph, [803.0, 1392.0, 341.0, 36.0], shoonya_2sK0UWHPNSHKLT, 5742948]
[paragraph, [803.0, 1428.0, 341.0, 36.0], shoonya_2sK0UWHPNSHKLT, 5742948]
[paragraph, [803.0, 1464.0, 341.0, 36.0], shoonya_2sK0UWHPNSHKLT, 5742948]
[paragraph, [69.0, 1213.0, 352.0, 36.0], 5qKOCAqTUO, 5742948]
[paragraph, [69.0, 1249.0, 352.0, 36.0], 5qKOCAqTUO, 5742948]
[paragraph, [69.0, 1285.0, 352.0, 36.0], 5qKOCAqTUO, 5742948]
[paragraph, [69.0, 1321.0, 352.0, 36.0], 5qKOCAqTUO, 5742948]
[paragraph, [69.0, 1357.0, 352.0, 36.0], 5qKOCAqTUO, 5742948]
[paragraph, [69.0, 1393.0, 352.0, 36.0], 5qKOCAqTUO, 5742948]
[paragraph, [69.0, 1429.0, 352.0, 36.0], 5qKOCAqTUO, 5742948]
[paragraph, [438.0, 1405.0, 352.0, 36.0], 5g8Y5_hiT7, 5742948]
[paragraph, [438.0, 1441.0, 352.0, 36.0], 5g8Y5_hiT7, 5742948]
