[792, 612]
[folio, [56.0, 89.0, 112.0, 18.0], OdAFw8llge, 6514825]
[paragraph, [56.0, 437.0, 164.0, 18.0], 7jmfsh_G1D, 6514825]
[paragraph, [56.0, 455.0, 164.0, 18.0], 7jmfsh_G1D, 6514825]
[paragraph, [56.0, 473.0, 164.0, 18.0], 7jmfsh_G1D, 6514825]
[paragraph, [56.0, 491.0, 164.0, 18.0], 7jmfsh_G1D, 6514825]
[paragraph, [56.0, 509.0, 164.0, 18.0], 7jmfsh_G1D, 6514825]
[paragraph, [56.0, 527.0, 164.0, 18.0], 7jmfsh_G1D, 6514825]
[sidebar, [224.0, 445.0, 159.0, 18.0], AV14Jx_dtI, 6514825]
[sidebar, [224.0, 463.0, 159.0, 18.0], AV14Jx_dtI, 6514825]
[sidebar, [224.0, 481.0, 159.0, 18.0], AV14Jx_dtI, 6514825]
[sidebar, [224.0, 499.0, 159.0, 18.0], AV14Jx_dtI, 6514825]
[sidebar, [224.0, 517.0, 159.0, 18.0], AV14Jx_dtI, 6514825]
[sidebar, [224.0, 535.0, 159.0, 18.0], AV14Jx_dtI, 6514825]
[sidebar, [224.0, 553.0, 159.0, 18.0], AV14Jx_dtI, 6514825]
[sidebar, [224.0, 571.0, 159.0, 18.0], AV14Jx_dtI, 6514825]
[paragraph, [391.0, 518.0, 163.0, 18.0], N_evE99OCv, 6514825]
[paragraph, [391.0, 536.0, 163.0, 18.0], N_evE99OCv, 6514825]
[paragraph, [391.0, 554.0, 163.0, 18.0], N_evE99OCv, 6514825]
[paragraph, [391.0, 572.0, 163.0, 18.0], N_evE99OCv, 6514825]
[paragraph, [391.0, 590.0, 163.0, 18.0], N_evE99OCv, 6514825]
[paragraph, [391.0, 608.0, 163.0, 18.0], N_evE99OCv, 6514825]
[paragraph, [391.0, 626.0, 163.0, 18.0], N_evE99OCv, 6514825]
[paragraph, [391.0, 644.0, 163.0, 18.0], N_evE99OCv, 6514825]
[paragraph, [391.0, 662.0, 163.0, 18.0], N_evE99OCv, 6514825]
[paragraph, [57.0, 557.0, 161.0, 18.0], Ef1wcmxm_X, 6514825]
[paragraph, [57.0, 575.0, 161.0, 18.0], Ef1wcmxm_X, 6514825]
[paragraph, [57.0, 593.0, 161.0, 18.0], Ef1wcmxm_X, 6514825]
[paragraph, [260.0, 620.0, 127.0, 18.0], agvNYDGhTm, 6514825]
[paragraph, [260.0, 638.0, 127.0, 18.0], agvNYDGhTm, 6514825]
[paragraph, [260.0, 656.0, 127.0, 18.0], agvNYDGhTm, 6514825]
[paragraph, [260.0, 674.0, 127.0, 18.0], agvNYDGhTm, 6514825]
[paragraph, [260.0, 692.0, 127.0, 18.0], agvNYDGhTm, 6514825]
[paragraph, [260.0, 710.0, 127.0, 18.0], agvNYDGhTm, 6514825]
[paragraph, [260.0, 728.0, 127.0, 18.0], agvNYDGhTm, 6514825]
[paragraph, [56.0, 621.0, 85.0, 18.0], Jh0Vp1mV4_, 6514825]
[paragraph, [56.0, 639.0, 85.0, 18.0], Jh0Vp1mV4_, 6514825]
[paragraph, [56.0, 657.0, 85.0, 18.0], Jh0Vp1mV4_, 6514825]
[paragraph, [56.0, 675.0, 85.0, 18.0], Jh0Vp1mV4_, 6514825]
[paragraph, [56.0, 693.0, 85.0, 18.0], Jh0Vp1mV4_, 6514825]
[paragraph, [56.0, 711.0, 85.0, 18.0], Jh0Vp1mV4_, 6514825]
[paragraph, [56.0, 729.0, 85.0, 18.0], Jh0Vp1mV4_, 6514825]
[footnote, [409.0, 701.0, 147.0, 18.0], 35kwIC6stu, 6514825]
[footnote, [409.0, 719.0, 147.0, 18.0], 35kwIC6stu, 6514825]
