[1754, 1241]
[folio, [991.0, 80.0, 82.0, 36.0], 8jrNh4kGfZ, 6471781]
[unordered-list, [628.0, 1366.0, 547.0, 36.0], UY5lTPkUWT, 6471781]
[unordered-list, [628.0, 1402.0, 547.0, 36.0], UY5lTPkUWT, 6471781]
[unordered-list, [628.0, 1438.0, 547.0, 36.0], UY5lTPkUWT, 6471781]
[unordered-list, [628.0, 1474.0, 547.0, 36.0], UY5lTPkUWT, 6471781]
[unordered-list, [628.0, 1510.0, 547.0, 36.0], UY5lTPkUWT, 6471781]
[unordered-list, [628.0, 1546.0, 547.0, 36.0], UY5lTPkUWT, 6471781]
[paragraph, [67.0, 1273.0, 548.0, 36.0], shoonya_1sQRVZJWTCH1D7, 6471781]
[paragraph, [67.0, 1309.0, 548.0, 36.0], shoonya_1sQRVZJWTCH1D7, 6471781]
[paragraph, [67.0, 1345.0, 548.0, 36.0], shoonya_1sQRVZJWTCH1D7, 6471781]
[paragraph, [67.0, 1381.0, 548.0, 36.0], shoonya_1sQRVZJWTCH1D7, 6471781]
[paragraph, [67.0, 1417.0, 548.0, 36.0], shoonya_1sQRVZJWTCH1D7, 6471781]
[paragraph, [67.0, 1453.0, 548.0, 36.0], shoonya_1sQRVZJWTCH1D7, 6471781]
[paragraph, [67.0, 1489.0, 548.0, 36.0], shoonya_1sQRVZJWTCH1D7, 6471781]
[paragraph, [67.0, 1525.0, 548.0, 36.0], shoonya_1sQRVZJWTCH1D7, 6471781]
