[792, 612]
[paragraph, [59.0, 53.0, 165.0, 18.0], eEGegToSMd, 6514265]
[paragraph, [55.0, 489.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [55.0, 507.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [55.0, 525.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [55.0, 543.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [55.0, 561.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [55.0, 579.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [55.0, 597.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [55.0, 615.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [55.0, 633.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [55.0, 651.0, 166.0, 18.0], IYN300XxUs, 6514265]
[paragraph, [391.0, 478.0, 158.0, 18.0], E8ZKf_MAeR, 6514265]
[paragraph, [389.0, 505.0, 159.0, 18.0], CG66nPmXep, 6514265]
[paragraph, [389.0, 523.0, 159.0, 18.0], CG66nPmXep, 6514265]
[paragraph, [389.0, 541.0, 159.0, 18.0], CG66nPmXep, 6514265]
[paragraph, [389.0, 559.0, 159.0, 18.0], CG66nPmXep, 6514265]
[paragraph, [389.0, 577.0, 159.0, 18.0], CG66nPmXep, 6514265]
[paragraph, [226.0, 529.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [226.0, 547.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [226.0, 565.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [226.0, 583.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [226.0, 601.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [226.0, 619.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [226.0, 637.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [226.0, 655.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [226.0, 673.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [226.0, 691.0, 158.0, 18.0], YtuHZzajJa, 6514265]
[paragraph, [388.0, 597.0, 162.0, 18.0], -rTm1tMHPN, 6514265]
[paragraph, [387.0, 623.0, 163.0, 18.0], ivmhtlI3Wn, 6514265]
[paragraph, [388.0, 648.0, 163.0, 18.0], QM-JgURNVl, 6514265]
[paragraph, [387.0, 676.0, 164.0, 18.0], bh4FOtDnIA, 6514265]
[paragraph, [387.0, 694.0, 164.0, 18.0], bh4FOtDnIA, 6514265]
[paragraph, [57.0, 687.0, 159.0, 18.0], g2BxoovWJm, 6514265]
