[1818, 1374]
[folio, [624.0, 174.0, 123.0, 36.0], shoonya_0sT8PFW4HYXEHG, 5682498]
[paragraph, [99.0, 875.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 911.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 947.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 983.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 1019.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 1055.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 1091.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 1127.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 1163.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 1199.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 1235.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 1271.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [99.0, 1307.0, 578.0, 36.0], qUaIlk_ldE, 5682498]
[paragraph, [699.0, 1144.0, 562.0, 36.0], 7Vf6oZ40qC, 5682498]
[paragraph, [699.0, 1180.0, 562.0, 36.0], 7Vf6oZ40qC, 5682498]
[paragraph, [697.0, 1228.0, 564.0, 36.0], 4qhZZdX4P2, 5682498]
[paragraph, [697.0, 1264.0, 564.0, 36.0], 4qhZZdX4P2, 5682498]
[paragraph, [97.0, 1351.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [97.0, 1387.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [97.0, 1423.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [97.0, 1459.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [97.0, 1495.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [97.0, 1531.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [97.0, 1567.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [97.0, 1603.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [97.0, 1639.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [97.0, 1675.0, 580.0, 36.0], 16nyk9lnTL, 5682498]
[paragraph, [697.0, 1351.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
[paragraph, [697.0, 1387.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
[paragraph, [697.0, 1423.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
[paragraph, [697.0, 1459.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
[paragraph, [697.0, 1495.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
[paragraph, [697.0, 1531.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
[paragraph, [697.0, 1567.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
[paragraph, [697.0, 1603.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
[paragraph, [697.0, 1639.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
[paragraph, [697.0, 1675.0, 569.0, 36.0], VXQwT8u9ks, 5682498]
