[1468, 909]
[folio, [394.0, 78.0, 153.0, 18.0], PwGKuzcchX, 5770224]
[paragraph, [80.0, 515.0, 368.0, 18.0], ANJqPmlth6, 5770224]
[paragraph, [80.0, 533.0, 368.0, 18.0], ANJqPmlth6, 5770224]
[paragraph, [80.0, 551.0, 368.0, 18.0], ANJqPmlth6, 5770224]
[paragraph, [101.0, 574.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 592.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 610.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 628.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 646.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 664.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 682.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 700.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 718.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 736.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 754.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [101.0, 772.0, 274.0, 18.0], g5LNbElTmf, 5770224]
[paragraph, [464.0, 676.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 694.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 712.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 730.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 748.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 766.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 784.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 802.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 820.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 838.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 856.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 874.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 892.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 910.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 928.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 946.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 964.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 982.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1000.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1018.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1036.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1054.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1072.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1090.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1108.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1126.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1144.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1162.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1180.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1198.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1216.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1234.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1252.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1270.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1288.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1306.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1324.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1342.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1360.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [464.0, 1378.0, 371.0, 18.0], QFP1tBvFLL, 5770224]
[paragraph, [77.0, 808.0, 371.0, 18.0], ZYIuuHAryn, 5770224]
[paragraph, [77.0, 826.0, 371.0, 18.0], ZYIuuHAryn, 5770224]
[paragraph, [77.0, 844.0, 371.0, 18.0], ZYIuuHAryn, 5770224]
[paragraph, [103.0, 874.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 892.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 910.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 928.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 946.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 964.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 982.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 1000.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 1018.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 1036.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 1054.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 1072.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [103.0, 1090.0, 270.0, 18.0], QjSGJwG3OE, 5770224]
[paragraph, [78.0, 1104.0, 372.0, 18.0], Re5emFM-iU, 5770224]
[paragraph, [78.0, 1122.0, 372.0, 18.0], Re5emFM-iU, 5770224]
[paragraph, [78.0, 1140.0, 372.0, 18.0], Re5emFM-iU, 5770224]
[paragraph, [78.0, 1158.0, 372.0, 18.0], Re5emFM-iU, 5770224]
[paragraph, [78.0, 1176.0, 372.0, 18.0], Re5emFM-iU, 5770224]
[paragraph, [78.0, 1194.0, 372.0, 18.0], Re5emFM-iU, 5770224]
[paragraph, [78.0, 1212.0, 372.0, 18.0], Re5emFM-iU, 5770224]
[paragraph, [78.0, 1230.0, 372.0, 18.0], Re5emFM-iU, 5770224]
[paragraph, [78.0, 1248.0, 372.0, 18.0], Re5emFM-iU, 5770224]
[paragraph, [101.0, 1277.0, 260.0, 18.0], kt8Zr_UZCn, 5770224]
[paragraph, [101.0, 1295.0, 260.0, 18.0], kt8Zr_UZCn, 5770224]
[paragraph, [101.0, 1313.0, 260.0, 18.0], kt8Zr_UZCn, 5770224]
[paragraph, [101.0, 1331.0, 260.0, 18.0], kt8Zr_UZCn, 5770224]
[paragraph, [101.0, 1349.0, 260.0, 18.0], kt8Zr_UZCn, 5770224]
[paragraph, [101.0, 1367.0, 260.0, 18.0], kt8Zr_UZCn, 5770224]
