[1565, 1152]
[paragraph, [728.0, 116.0, 335.0, 36.0], shoonya_0sM2YYGGGPS0V9, 5712790]
[paragraph, [410.0, 1283.0, 321.0, 36.0], shoonya_7sONJ5YMDPNF24, 5712790]
[paragraph, [739.0, 1237.0, 323.0, 36.0], FkeXpvzvYx, 5712790]
[paragraph, [739.0, 1273.0, 323.0, 36.0], FkeXpvzvYx, 5712790]
[paragraph, [739.0, 1309.0, 323.0, 36.0], FkeXpvzvYx, 5712790]
[paragraph, [739.0, 1345.0, 323.0, 36.0], FkeXpvzvYx, 5712790]
[paragraph, [739.0, 1381.0, 323.0, 36.0], FkeXpvzvYx, 5712790]
[paragraph, [410.0, 1336.0, 329.0, 36.0], shoonya_4sCXC2TTSVTO2P, 5712790]
[paragraph, [410.0, 1372.0, 329.0, 36.0], shoonya_4sCXC2TTSVTO2P, 5712790]
[paragraph, [410.0, 1408.0, 329.0, 36.0], shoonya_4sCXC2TTSVTO2P, 5712790]
[paragraph, [106.0, 1345.0, 297.0, 36.0], shoonya_2sY10IKJAWBHUA, 5712790]
[paragraph, [106.0, 1381.0, 297.0, 36.0], shoonya_2sY10IKJAWBHUA, 5712790]
[folio, [900.0, 1452.0, 138.0, 36.0], J1Gk8cpeks, 5712790]
