[2339, 1656]
[paragraph, [869.0, 100.0, 701.0, 36.0], shoonya_14s3RK9D2OT2YQ, 5750215]
[paragraph, [880.0, 1732.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1768.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1804.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1840.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [880.0, 1876.0, 703.0, 36.0], shoonya_0s9SBKK5YBYXKY, 5750215]
[paragraph, [219.0, 1395.0, 318.0, 36.0], shoonya_19sILQI83XSJVO, 5750215]
[paragraph, [144.0, 1443.0, 705.0, 36.0], shoonya_1sPBTPQYR69XPT, 5750215]
[paragraph, [144.0, 1479.0, 705.0, 36.0], shoonya_1sPBTPQYR69XPT, 5750215]
[paragraph, [144.0, 1515.0, 705.0, 36.0], shoonya_1sPBTPQYR69XPT, 5750215]
[paragraph, [144.0, 1551.0, 705.0, 36.0], shoonya_1sPBTPQYR69XPT, 5750215]
[paragraph, [144.0, 1587.0, 705.0, 36.0], shoonya_1sPBTPQYR69XPT, 5750215]
[paragraph, [144.0, 1623.0, 705.0, 36.0], shoonya_1sPBTPQYR69XPT, 5750215]
[paragraph, [144.0, 1659.0, 705.0, 36.0], shoonya_1sPBTPQYR69XPT, 5750215]
[paragraph, [216.0, 1712.0, 419.0, 36.0], shoonya_20s36HVUE3OKR9, 5750215]
[paragraph, [144.0, 1765.0, 709.0, 36.0], shoonya_5s08UFVADRBZEZ, 5750215]
[paragraph, [144.0, 1801.0, 709.0, 36.0], shoonya_5s08UFVADRBZEZ, 5750215]
[paragraph, [144.0, 1837.0, 709.0, 36.0], shoonya_5s08UFVADRBZEZ, 5750215]
[paragraph, [144.0, 1873.0, 709.0, 36.0], shoonya_5s08UFVADRBZEZ, 5750215]
[paragraph, [144.0, 1909.0, 709.0, 36.0], shoonya_5s08UFVADRBZEZ, 5750215]
[paragraph, [144.0, 1945.0, 709.0, 36.0], shoonya_5s08UFVADRBZEZ, 5750215]
[paragraph, [144.0, 1981.0, 709.0, 36.0], shoonya_5s08UFVADRBZEZ, 5750215]
[paragraph, [144.0, 2017.0, 709.0, 36.0], shoonya_5s08UFVADRBZEZ, 5750215]
[paragraph, [886.0, 1918.0, 705.0, 36.0], shoonya_10sD5I9FN1N3BJ, 5750215]
[paragraph, [886.0, 1954.0, 705.0, 36.0], shoonya_10sD5I9FN1N3BJ, 5750215]
[paragraph, [886.0, 1990.0, 705.0, 36.0], shoonya_10sD5I9FN1N3BJ, 5750215]
[paragraph, [886.0, 2026.0, 705.0, 36.0], shoonya_10sD5I9FN1N3BJ, 5750215]
