[2067, 1567]
[folio, [1242.0, 195.0, 133.0, 36.0], Crnvb8Uy8R, 5735563]
[paragraph, [792.0, 1623.0, 581.0, 36.0], shoonya_10sVZ5I6X4FMCD, 5735563]
[paragraph, [792.0, 1659.0, 581.0, 36.0], shoonya_10sVZ5I6X4FMCD, 5735563]
[paragraph, [792.0, 1695.0, 581.0, 36.0], shoonya_10sVZ5I6X4FMCD, 5735563]
[paragraph, [792.0, 1731.0, 581.0, 36.0], shoonya_10sVZ5I6X4FMCD, 5735563]
[paragraph, [792.0, 1767.0, 581.0, 36.0], shoonya_10sVZ5I6X4FMCD, 5735563]
[paragraph, [192.0, 1588.0, 578.0, 36.0], shoonya_13sDAI2P6H1TOD, 5735563]
[paragraph, [192.0, 1624.0, 578.0, 36.0], shoonya_13sDAI2P6H1TOD, 5735563]
[paragraph, [192.0, 1660.0, 578.0, 36.0], shoonya_13sDAI2P6H1TOD, 5735563]
[paragraph, [192.0, 1696.0, 578.0, 36.0], shoonya_13sDAI2P6H1TOD, 5735563]
[paragraph, [192.0, 1732.0, 578.0, 36.0], shoonya_13sDAI2P6H1TOD, 5735563]
[paragraph, [192.0, 1768.0, 578.0, 36.0], shoonya_13sDAI2P6H1TOD, 5735563]
[folio, [1140.0, 1822.0, 230.0, 36.0], shoonya_14sS0V6NOTE8F5, 5735563]
