[1273, 854]
[paragraph, [51.0, 31.0, 770.0, 18.0], shoonya_0sHFM4VW0LK9RP, 5750445]
[paragraph, [24.0, 712.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 730.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 748.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 766.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 784.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 802.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 820.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 838.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 856.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 874.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 892.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 910.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 928.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 946.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 964.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 982.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1000.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1018.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1036.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1054.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1072.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1090.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1108.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1126.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1144.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1162.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1180.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
[paragraph, [24.0, 1198.0, 801.0, 18.0], xA6lkrGI5U, 5750445]
