[2339, 1653]
[folio, [1189.0, 308.0, 310.0, 36.0], q4FuEMbK5y, 5738076]
[paragraph, [241.0, 731.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 767.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 803.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 839.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 875.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 911.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 947.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 983.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1019.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1055.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1091.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1127.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1163.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1199.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1235.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1271.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1307.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1343.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1379.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1415.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1451.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1487.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1523.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1559.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1595.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1631.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1667.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1703.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1739.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1775.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1811.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1847.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1883.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
[paragraph, [241.0, 1919.0, 572.0, 36.0], shoonya_1sJGHNREDTZ22I, 5738076]
