[1492, 1000]
[folio, [356.0, 156.0, 312.0, 18.0], yPP2h_IULi, 5720337]
[paragraph, [148.0, 890.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [148.0, 908.0, 722.0, 18.0], shoonya_0sQW7XP5AHNXKM, 5720337]
[paragraph, [144.0, 917.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 935.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 953.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 971.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 989.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1007.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1025.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1043.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1061.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1079.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1097.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1115.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1133.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1151.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1169.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1187.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1205.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1223.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1241.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1259.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1277.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[paragraph, [144.0, 1295.0, 730.0, 18.0], 9Z5jZiBEe8, 5720337]
[folio, [213.0, 1320.0, 41.0, 18.0], CgYBB6dMzM, 5720337]
