[1369, 844]
[folio, [100.0, 72.0, 115.0, 18.0], 6quiOGGyKm, 5782360]
[sub-ordered-list, [99.0, 427.0, 644.0, 18.0], shoonya_0s6LYD202NGQBC, 5782360]
[sub-ordered-list, [100.0, 505.0, 642.0, 18.0], shoonya_1sUN3UVV87ALW4, 5782360]
[sub-ordered-list, [100.0, 523.0, 642.0, 18.0], shoonya_1sUN3UVV87ALW4, 5782360]
[sub-ordered-list, [100.0, 541.0, 642.0, 18.0], shoonya_1sUN3UVV87ALW4, 5782360]
[sub-ordered-list, [100.0, 559.0, 642.0, 18.0], shoonya_1sUN3UVV87ALW4, 5782360]
[sub-ordered-list, [100.0, 577.0, 642.0, 18.0], shoonya_1sUN3UVV87ALW4, 5782360]
[sub-ordered-list, [100.0, 595.0, 642.0, 18.0], shoonya_1sUN3UVV87ALW4, 5782360]
[sub-ordered-list, [100.0, 613.0, 642.0, 18.0], shoonya_1sUN3UVV87ALW4, 5782360]
[sub-ordered-list, [100.0, 631.0, 642.0, 18.0], shoonya_1sUN3UVV87ALW4, 5782360]
[figure-caption, [426.0, 811.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 829.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 847.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 865.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 883.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 901.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 919.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 937.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 955.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 973.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 991.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 1009.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 1027.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[figure-caption, [426.0, 1045.0, 315.0, 18.0], njMAU5jg8p, 5782360]
[sidebar, [652.0, 1207.0, 98.0, 18.0], KlcUxoiDGt, 5782360]
[figure-caption, [283.0, 1219.0, 281.0, 18.0], shoonya_7sGDJ9DZRVXG9I, 5782360]
