[1418, 1064]
[paragraph, [109.0, 83.0, 848.0, 18.0], shoonya_1sPFR7NTKPMN7L, 6469539]
[paragraph, [109.0, 761.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 779.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 797.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 815.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 833.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 851.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 869.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 887.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 905.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 923.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 941.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 959.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 977.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 995.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 1013.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 1031.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 1049.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 1067.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 1085.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 1103.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [109.0, 1121.0, 846.0, 18.0], shoonya_0sHWCMHN4OWX0R, 6469539]
[paragraph, [112.0, 1156.0, 841.0, 18.0], shoonya_2sF7V54SKQEAGE, 6469539]
[paragraph, [112.0, 1174.0, 841.0, 18.0], shoonya_2sF7V54SKQEAGE, 6469539]
[paragraph, [112.0, 1192.0, 841.0, 18.0], shoonya_2sF7V54SKQEAGE, 6469539]
[paragraph, [112.0, 1210.0, 841.0, 18.0], shoonya_2sF7V54SKQEAGE, 6469539]
[paragraph, [112.0, 1228.0, 841.0, 18.0], shoonya_2sF7V54SKQEAGE, 6469539]
[paragraph, [112.0, 1246.0, 841.0, 18.0], shoonya_2sF7V54SKQEAGE, 6469539]
[folio, [700.0, 1323.0, 249.0, 18.0], T_T2YFhYap, 6469539]
