[1818, 1374]
[folio, [490.0, 115.0, 398.0, 36.0], shoonya_3s8JM53F3QTERU, 5682135]
[paragraph, [114.0, 1008.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1044.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1080.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1116.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1152.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1188.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1224.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1260.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1296.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1332.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1368.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1404.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1440.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1476.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1512.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1548.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1584.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1620.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [114.0, 1656.0, 562.0, 36.0], shoonya_1sL6OXF6DXBUR5, 5682135]
[paragraph, [692.0, 180.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[paragraph, [692.0, 216.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[paragraph, [692.0, 252.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[paragraph, [692.0, 288.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[paragraph, [692.0, 324.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[paragraph, [692.0, 360.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[paragraph, [692.0, 396.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[paragraph, [692.0, 432.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[paragraph, [692.0, 468.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[paragraph, [692.0, 504.0, 575.0, 36.0], FneTg9KHhQ, 5682135]
[author, [1163.0, 612.0, 114.0, 36.0], EkVKONm-JI, 5682135]
[paragraph, [697.0, 692.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 728.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 764.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 800.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 836.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 872.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 908.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 944.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 980.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1016.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1052.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1088.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1124.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1160.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1196.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1232.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1268.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1304.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1340.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1376.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1412.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1448.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1484.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1520.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1556.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1592.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1628.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
[paragraph, [697.0, 1664.0, 568.0, 36.0], shoonya_0sAK5R6ZWNPMFK, 5682135]
