[1320, 1176]
[folio, [945.0, 58.0, 160.0, 18.0], TSQlhJilxS, 5693760]
[answer, [79.0, 989.0, 327.0, 18.0], yg5j1jxq8K, 5693760]
[answer, [79.0, 1007.0, 327.0, 18.0], yg5j1jxq8K, 5693760]
[paragraph, [763.0, 1026.0, 331.0, 18.0], LxaNzTSvvc, 5693760]
[paragraph, [763.0, 1044.0, 331.0, 18.0], LxaNzTSvvc, 5693760]
[paragraph, [763.0, 1062.0, 331.0, 18.0], LxaNzTSvvc, 5693760]
[paragraph, [763.0, 1080.0, 331.0, 18.0], LxaNzTSvvc, 5693760]
[paragraph, [763.0, 1098.0, 331.0, 18.0], LxaNzTSvvc, 5693760]
[paragraph, [769.0, 1148.0, 320.0, 18.0], XX8dzxqNDf, 5693760]
[paragraph, [769.0, 1166.0, 320.0, 18.0], XX8dzxqNDf, 5693760]
[answer, [73.0, 1200.0, 345.0, 18.0], G9ani5auMt, 5693760]
[answer, [73.0, 1218.0, 345.0, 18.0], G9ani5auMt, 5693760]
[answer, [73.0, 1236.0, 345.0, 18.0], G9ani5auMt, 5693760]
[paragraph, [775.0, 1205.0, 315.0, 18.0], 3dRN6_AltC, 5693760]
[paragraph, [775.0, 1223.0, 315.0, 18.0], 3dRN6_AltC, 5693760]
[paragraph, [775.0, 1241.0, 315.0, 18.0], 3dRN6_AltC, 5693760]
