[2241, 1758]
[paragraph, [57.0, 174.0, 779.0, 36.0], shoonya_0sMBXOPAK67626, 5654119]
[paragraph, [869.0, 1578.0, 773.0, 36.0], 0Pz9XWr3Ux, 5654119]
[paragraph, [92.0, 1522.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1558.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1594.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1630.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1666.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1702.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1738.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1774.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1810.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1846.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1882.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1918.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1954.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 1990.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 2026.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [92.0, 2062.0, 770.0, 36.0], shoonya_2s0SQQZKF6WQRG, 5654119]
[paragraph, [875.0, 1621.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1657.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1693.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1729.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1765.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1801.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1837.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1873.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1909.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1945.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[paragraph, [875.0, 1981.0, 767.0, 36.0], 7OomVqVdWq, 5654119]
[author, [969.0, 2057.0, 679.0, 36.0], shoonya_6sR5VRT8I5D34M, 5654119]
[folio, [752.0, 2107.0, 226.0, 36.0], 1kxBA4Vt63, 5654119]
