[1806, 1262]
[folio, [160.0, 115.0, 501.0, 36.0], vDTOIVZHAQ, 5680835]
[paragraph, [645.0, 984.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1020.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1056.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1092.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1128.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1164.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1200.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1236.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1272.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1308.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1344.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1380.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1416.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1452.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1488.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1524.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1560.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1596.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1632.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [645.0, 1668.0, 527.0, 36.0], shoonya_2sH0GPYI4V4KGL, 5680835]
[paragraph, [102.0, 737.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 773.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 809.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 845.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 881.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 917.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 953.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 989.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1025.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1061.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1097.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1133.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1169.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1205.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1241.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1277.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1313.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1349.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1385.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1421.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1457.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1493.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1529.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [102.0, 1565.0, 515.0, 36.0], shoonya_0sYZ53AA8D4WPB, 5680835]
[paragraph, [130.0, 1626.0, 489.0, 36.0], 8FlRHPNOMO, 5680835]
[paragraph, [130.0, 1662.0, 489.0, 36.0], 8FlRHPNOMO, 5680835]
