[2062, 1548]
[paragraph, [800.0, 162.0, 703.0, 36.0], shoonya_11sKEN8XPL8EWT, 5712837]
[paragraph, [788.0, 1417.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
[paragraph, [788.0, 1453.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
[paragraph, [788.0, 1489.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
[paragraph, [788.0, 1525.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
[paragraph, [788.0, 1561.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
[paragraph, [788.0, 1597.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
[paragraph, [788.0, 1633.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
[paragraph, [788.0, 1669.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
[paragraph, [788.0, 1705.0, 741.0, 36.0], shoonya_2sV9FE4CYEAE9Y, 5712837]
[paragraph, [42.0, 1475.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1511.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1547.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1583.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1619.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1655.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1691.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1727.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1763.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1799.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1835.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1871.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1907.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [42.0, 1943.0, 744.0, 36.0], A_WHkJrSQi, 5712837]
[paragraph, [787.0, 1775.0, 743.0, 36.0], shoonya_6sETB8MNRFEYEK, 5712837]
[paragraph, [787.0, 1811.0, 743.0, 36.0], shoonya_6sETB8MNRFEYEK, 5712837]
[paragraph, [787.0, 1847.0, 743.0, 36.0], shoonya_6sETB8MNRFEYEK, 5712837]
[paragraph, [787.0, 1883.0, 743.0, 36.0], shoonya_6sETB8MNRFEYEK, 5712837]
[paragraph, [787.0, 1919.0, 743.0, 36.0], shoonya_6sETB8MNRFEYEK, 5712837]
[jumpline, [1356.0, 1979.0, 154.0, 36.0], shoonya_13s5O30EYWA1HV, 5712837]
