[1388, 886]
[folio, [387.0, 68.0, 133.0, 18.0], BoFTkc5nBx, 5742279]
[paragraph, [447.0, 671.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 689.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 707.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 725.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 743.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 761.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 779.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 797.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 815.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 833.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 851.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 869.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 887.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 905.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 923.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 941.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 959.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 977.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 995.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 1013.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 1031.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 1049.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 1067.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 1085.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 1103.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 1121.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 1139.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[paragraph, [447.0, 1157.0, 361.0, 18.0], 2HpRNjh-oG, 5742279]
[footnote, [33.0, 1201.0, 820.0, 18.0], pBWjekXPHo, 5742279]
[footnote, [33.0, 1219.0, 820.0, 18.0], pBWjekXPHo, 5742279]
[footnote, [33.0, 1237.0, 820.0, 18.0], pBWjekXPHo, 5742279]
[footnote, [33.0, 1255.0, 820.0, 18.0], pBWjekXPHo, 5742279]
[footnote, [33.0, 1273.0, 820.0, 18.0], pBWjekXPHo, 5742279]
[footnote, [33.0, 1291.0, 820.0, 18.0], pBWjekXPHo, 5742279]
[footnote, [569.0, 1350.0, 263.0, 18.0], _08701WYgk, 5742279]
