[1370, 848]
[folio, [626.0, 66.0, 116.0, 18.0], shoonya_2sLFHQQ1VH3DEX, 5782440]
[sub-ordered-list, [96.0, 982.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 1000.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 1018.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 1036.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 1054.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 1072.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 1090.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 1108.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [96.0, 1126.0, 651.0, 18.0], GLhowCXPdT, 5782440]
[sub-ordered-list, [97.0, 1177.0, 646.0, 18.0], 4vlEEoANLS, 5782440]
[sub-ordered-list, [97.0, 1195.0, 646.0, 18.0], 4vlEEoANLS, 5782440]
[sub-ordered-list, [97.0, 1213.0, 646.0, 18.0], 4vlEEoANLS, 5782440]
