[1518, 1075]
[folio, [548.0, 110.0, 88.0, 36.0], shoonya_7s0OW55CN0VMTE, 5722310]
[paragraph, [103.0, 1010.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 1046.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 1082.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 1118.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 1154.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 1190.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 1226.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [103.0, 1262.0, 440.0, 36.0], shoonya_2sEIQRCTHAEPL7, 5722310]
[paragraph, [558.0, 629.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 665.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 701.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 737.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 773.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 809.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 845.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 881.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 917.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 953.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 989.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 1025.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 1061.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 1097.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 1133.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 1169.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 1205.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 1241.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[paragraph, [558.0, 1277.0, 428.0, 36.0], shoonya_1s30K5OWM1E8V0, 5722310]
[folio, [239.0, 1328.0, 616.0, 36.0], SEyMmsJOP6, 5722310]
[folio, [196.0, 1384.0, 423.0, 36.0], shoonya_5s0UJOA8JC87ME, 5722310]
