[2100, 1587]
[second-level-question, [191.0, 276.0, 628.0, 36.0], yN7sKNhu4K, 5659484]
[second-level-question, [876.0, 1082.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1118.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1154.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1190.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1226.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1262.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1298.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1334.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1370.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1406.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[second-level-question, [876.0, 1442.0, 656.0, 36.0], shoonya_0sOIPKZ96PAZYQ, 5659484]
[third-level-question, [843.0, 1497.0, 450.0, 18.0], j_RyckDrMY, 5659484]
[third-level-question, [843.0, 1515.0, 450.0, 18.0], j_RyckDrMY, 5659484]
[third-level-question, [843.0, 1533.0, 450.0, 18.0], j_RyckDrMY, 5659484]
[third-level-question, [168.0, 1501.0, 420.0, 18.0], Ab4c7mzp-u, 5659484]
[third-level-question, [168.0, 1519.0, 420.0, 18.0], Ab4c7mzp-u, 5659484]
[third-level-question, [168.0, 1537.0, 420.0, 18.0], Ab4c7mzp-u, 5659484]
[options, [172.0, 1562.0, 331.0, 36.0], 1cwtp04NkK, 5659484]
[options, [172.0, 1598.0, 331.0, 36.0], 1cwtp04NkK, 5659484]
[options, [172.0, 1634.0, 331.0, 36.0], 1cwtp04NkK, 5659484]
[options, [172.0, 1670.0, 331.0, 36.0], 1cwtp04NkK, 5659484]
[options, [172.0, 1706.0, 331.0, 36.0], 1cwtp04NkK, 5659484]
[options, [172.0, 1742.0, 331.0, 36.0], 1cwtp04NkK, 5659484]
[options, [172.0, 1778.0, 331.0, 36.0], 1cwtp04NkK, 5659484]
[options, [864.0, 1568.0, 319.0, 36.0], xk6GkIEgVY, 5659484]
[options, [864.0, 1604.0, 319.0, 36.0], xk6GkIEgVY, 5659484]
[options, [864.0, 1640.0, 319.0, 36.0], xk6GkIEgVY, 5659484]
[options, [864.0, 1676.0, 319.0, 36.0], xk6GkIEgVY, 5659484]
[options, [864.0, 1712.0, 319.0, 36.0], xk6GkIEgVY, 5659484]
[options, [864.0, 1748.0, 319.0, 36.0], xk6GkIEgVY, 5659484]
[options, [864.0, 1784.0, 319.0, 36.0], xk6GkIEgVY, 5659484]
[folio, [83.0, 1858.0, 238.0, 36.0], GgTvTfUCVW, 5659484]
[folio, [724.0, 1867.0, 156.0, 36.0], bbDK1CfqfQ, 5659484]
