[1823, 1375]
[folio, [434.0, 108.0, 528.0, 36.0], axgRrHdZLr, 5684200]
[paragraph, [700.0, 293.0, 566.0, 36.0], shoonya_3sIGIW1U79PGS5, 5684200]
[paragraph, [700.0, 329.0, 566.0, 36.0], shoonya_3sIGIW1U79PGS5, 5684200]
[paragraph, [700.0, 365.0, 566.0, 36.0], shoonya_3sIGIW1U79PGS5, 5684200]
[paragraph, [700.0, 401.0, 566.0, 36.0], shoonya_3sIGIW1U79PGS5, 5684200]
[paragraph, [703.0, 445.0, 566.0, 36.0], PstnXE1G7C, 5684200]
[paragraph, [703.0, 481.0, 566.0, 36.0], PstnXE1G7C, 5684200]
[paragraph, [703.0, 517.0, 566.0, 36.0], PstnXE1G7C, 5684200]
[paragraph, [703.0, 553.0, 566.0, 36.0], PstnXE1G7C, 5684200]
[paragraph, [703.0, 589.0, 566.0, 36.0], PstnXE1G7C, 5684200]
[paragraph, [805.0, 661.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 697.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 733.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 769.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 805.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 841.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 877.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 913.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 949.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 985.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 1021.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 1057.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 1093.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [805.0, 1129.0, 417.0, 36.0], nTMIAuA57K, 5684200]
[paragraph, [116.0, 807.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 843.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 879.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 915.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 951.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 987.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1023.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1059.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1095.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1131.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1167.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1203.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1239.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1275.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1311.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1347.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1383.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [116.0, 1419.0, 568.0, 36.0], shoonya_1s5Y47ME9AZIHJ, 5684200]
[paragraph, [698.0, 1177.0, 571.0, 36.0], JzSiQlrv4c, 5684200]
[paragraph, [698.0, 1213.0, 571.0, 36.0], JzSiQlrv4c, 5684200]
[paragraph, [698.0, 1249.0, 571.0, 36.0], JzSiQlrv4c, 5684200]
[paragraph, [698.0, 1285.0, 571.0, 36.0], JzSiQlrv4c, 5684200]
[paragraph, [698.0, 1321.0, 571.0, 36.0], JzSiQlrv4c, 5684200]
[paragraph, [698.0, 1357.0, 571.0, 36.0], JzSiQlrv4c, 5684200]
[paragraph, [767.0, 1429.0, 493.0, 36.0], shoonya_2sZC6OO4XGGURK, 5684200]
[footnote, [102.0, 1506.0, 1163.0, 36.0], 8k85RvNDGb, 5684200]
[folio, [1132.0, 1694.0, 151.0, 36.0], TVEOH9Nk7F, 5684200]
