[1298, 853]
[section-title, [121.0, 55.0, 652.0, 30.0], zxD4JoxOAK, 5710426]
[paragraph, [69.0, 747.0, 713.0, 18.0], shoonya_1sH554BYN3APKR, 5710426]
[paragraph, [72.0, 770.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 788.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 806.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 824.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 842.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 860.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 878.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 896.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 914.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 932.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 950.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 968.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 986.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1004.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1022.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1040.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1058.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1076.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1094.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1112.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1130.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1148.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1166.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1184.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
[paragraph, [72.0, 1202.0, 711.0, 18.0], shoonya_0sP31E6PTBEDIX, 5710426]
