[1447, 1063]
[folio, [427.0, 53.0, 207.0, 18.0], P3iyHtmeBY, 5763213]
[paragraph, [104.0, 1094.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 1112.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 1130.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 1148.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [104.0, 1166.0, 418.0, 18.0], DIWAwiFmWg, 5763213]
[paragraph, [103.0, 1194.0, 419.0, 18.0], ZCS1-qNMCn, 5763213]
[paragraph, [103.0, 1212.0, 419.0, 18.0], ZCS1-qNMCn, 5763213]
[paragraph, [103.0, 1230.0, 419.0, 18.0], ZCS1-qNMCn, 5763213]
[paragraph, [103.0, 1248.0, 419.0, 18.0], ZCS1-qNMCn, 5763213]
[paragraph, [103.0, 1266.0, 419.0, 18.0], ZCS1-qNMCn, 5763213]
[paragraph, [103.0, 1284.0, 419.0, 18.0], ZCS1-qNMCn, 5763213]
[paragraph, [103.0, 1302.0, 419.0, 18.0], ZCS1-qNMCn, 5763213]
