[2075, 1545]
[folio, [116.0, 38.0, 383.0, 36.0], rMPc-byXWh, 5712359]
[paragraph, [765.0, 1372.0, 693.0, 36.0], shoonya_3sIFEVIU7KOPNW, 5712359]
[paragraph, [765.0, 1408.0, 693.0, 36.0], shoonya_3sIFEVIU7KOPNW, 5712359]
[paragraph, [765.0, 1444.0, 693.0, 36.0], shoonya_3sIFEVIU7KOPNW, 5712359]
[paragraph, [765.0, 1480.0, 693.0, 36.0], shoonya_3sIFEVIU7KOPNW, 5712359]
[paragraph, [765.0, 1516.0, 693.0, 36.0], shoonya_3sIFEVIU7KOPNW, 5712359]
[paragraph, [40.0, 1411.0, 704.0, 36.0], shoonya_2sFXXI0G3P7L3R, 5712359]
[paragraph, [40.0, 1447.0, 704.0, 36.0], shoonya_2sFXXI0G3P7L3R, 5712359]
[paragraph, [40.0, 1483.0, 704.0, 36.0], shoonya_2sFXXI0G3P7L3R, 5712359]
[paragraph, [40.0, 1519.0, 704.0, 36.0], shoonya_2sFXXI0G3P7L3R, 5712359]
[paragraph, [40.0, 1555.0, 704.0, 36.0], shoonya_2sFXXI0G3P7L3R, 5712359]
[paragraph, [40.0, 1591.0, 704.0, 36.0], shoonya_2sFXXI0G3P7L3R, 5712359]
[paragraph, [40.0, 1627.0, 704.0, 36.0], shoonya_2sFXXI0G3P7L3R, 5712359]
[paragraph, [768.0, 1564.0, 696.0, 36.0], shoonya_10sQAVF65HPP9K, 5712359]
[paragraph, [768.0, 1600.0, 696.0, 36.0], shoonya_10sQAVF65HPP9K, 5712359]
[paragraph, [768.0, 1636.0, 696.0, 36.0], shoonya_10sQAVF65HPP9K, 5712359]
[paragraph, [768.0, 1672.0, 696.0, 36.0], shoonya_10sQAVF65HPP9K, 5712359]
[paragraph, [40.0, 1687.0, 706.0, 36.0], shoonya_9sT56YLOEESFYZ, 5712359]
[paragraph, [40.0, 1723.0, 706.0, 36.0], shoonya_9sT56YLOEESFYZ, 5712359]
[paragraph, [40.0, 1759.0, 706.0, 36.0], shoonya_9sT56YLOEESFYZ, 5712359]
[paragraph, [40.0, 1795.0, 706.0, 36.0], shoonya_9sT56YLOEESFYZ, 5712359]
[paragraph, [40.0, 1831.0, 706.0, 36.0], shoonya_9sT56YLOEESFYZ, 5712359]
[paragraph, [40.0, 1867.0, 706.0, 36.0], shoonya_9sT56YLOEESFYZ, 5712359]
[paragraph, [766.0, 1740.0, 701.0, 36.0], shoonya_15sAWJCHKCD7S4, 5712359]
[paragraph, [766.0, 1776.0, 701.0, 36.0], shoonya_15sAWJCHKCD7S4, 5712359]
[paragraph, [766.0, 1812.0, 701.0, 36.0], shoonya_15sAWJCHKCD7S4, 5712359]
[paragraph, [766.0, 1848.0, 701.0, 36.0], shoonya_15sAWJCHKCD7S4, 5712359]
[paragraph, [766.0, 1884.0, 701.0, 36.0], shoonya_15sAWJCHKCD7S4, 5712359]
[paragraph, [766.0, 1920.0, 701.0, 36.0], shoonya_15sAWJCHKCD7S4, 5712359]
[paragraph, [766.0, 1956.0, 701.0, 36.0], shoonya_15sAWJCHKCD7S4, 5712359]
[paragraph, [43.0, 1927.0, 702.0, 36.0], shoonya_16s0NIB7IK7650, 5712359]
[paragraph, [43.0, 1963.0, 702.0, 36.0], shoonya_16s0NIB7IK7650, 5712359]
[paragraph, [43.0, 1999.0, 702.0, 36.0], shoonya_16s0NIB7IK7650, 5712359]
