[1565, 1152]
[paragraph, [97.0, 129.0, 318.0, 36.0], shoonya_7sEK1FPXTQSCQU, 5712409]
[paragraph, [734.0, 1119.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 1155.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 1191.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 1227.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 1263.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [734.0, 1299.0, 308.0, 36.0], shoonya_9sFPNLHH7UBFCM, 5712409]
[paragraph, [415.0, 876.0, 308.0, 36.0], shoonya_2sUAMC2F0ZKV63, 5712409]
[paragraph, [415.0, 912.0, 308.0, 36.0], shoonya_2sUAMC2F0ZKV63, 5712409]
[paragraph, [415.0, 948.0, 308.0, 36.0], shoonya_2sUAMC2F0ZKV63, 5712409]
[figure-caption, [159.0, 1376.0, 545.0, 36.0], shoonya_3sRNC84TBTG9X8, 5712409]
[author, [849.0, 1379.0, 204.0, 36.0], NpyrBiB-ZR, 5712409]
[folio, [111.0, 1450.0, 145.0, 36.0], _dXMzAAodP, 5712409]
