[1565, 1152]
[paragraph, [81.0, 128.0, 458.0, 36.0], shoonya_10sMU4XI0I4JKB, 5722828]
[paragraph, [83.0, 996.0, 454.0, 36.0], shoonya_0sCWRO2AMYNTYM, 5722828]
[paragraph, [83.0, 1032.0, 454.0, 36.0], shoonya_0sCWRO2AMYNTYM, 5722828]
[paragraph, [83.0, 1068.0, 454.0, 36.0], shoonya_0sCWRO2AMYNTYM, 5722828]
[paragraph, [83.0, 1104.0, 454.0, 36.0], shoonya_0sCWRO2AMYNTYM, 5722828]
[paragraph, [555.0, 1033.0, 482.0, 36.0], shoonya_3sA2MTQVWF2ATU, 5722828]
[paragraph, [555.0, 1069.0, 482.0, 36.0], shoonya_3sA2MTQVWF2ATU, 5722828]
[paragraph, [555.0, 1105.0, 482.0, 36.0], shoonya_3sA2MTQVWF2ATU, 5722828]
[paragraph, [555.0, 1141.0, 482.0, 36.0], shoonya_3sA2MTQVWF2ATU, 5722828]
[paragraph, [555.0, 1177.0, 482.0, 36.0], shoonya_3sA2MTQVWF2ATU, 5722828]
[paragraph, [555.0, 1213.0, 482.0, 36.0], shoonya_3sA2MTQVWF2ATU, 5722828]
[paragraph, [555.0, 1249.0, 482.0, 36.0], shoonya_3sA2MTQVWF2ATU, 5722828]
[paragraph, [555.0, 1285.0, 482.0, 36.0], shoonya_3sA2MTQVWF2ATU, 5722828]
[paragraph, [79.0, 1168.0, 458.0, 36.0], shoonya_4sV2AHHEHFPSYM, 5722828]
[paragraph, [79.0, 1204.0, 458.0, 36.0], shoonya_4sV2AHHEHFPSYM, 5722828]
[paragraph, [79.0, 1240.0, 458.0, 36.0], shoonya_4sV2AHHEHFPSYM, 5722828]
[paragraph, [79.0, 1276.0, 458.0, 36.0], shoonya_4sV2AHHEHFPSYM, 5722828]
[paragraph, [79.0, 1312.0, 458.0, 36.0], shoonya_4sV2AHHEHFPSYM, 5722828]
[paragraph, [79.0, 1348.0, 458.0, 36.0], shoonya_4sV2AHHEHFPSYM, 5722828]
[paragraph, [79.0, 1384.0, 458.0, 36.0], shoonya_4sV2AHHEHFPSYM, 5722828]
[paragraph, [556.0, 1349.0, 481.0, 36.0], shoonya_9sZV6SDLMPD5O4, 5722828]
[paragraph, [556.0, 1385.0, 481.0, 36.0], shoonya_9sZV6SDLMPD5O4, 5722828]
