[1468, 909]
[headline, [73.0, 80.0, 145.0, 25.5], m6EEV8vDtF, 5770721]
[paragraph, [79.0, 584.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 602.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 620.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 638.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 656.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 674.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 692.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 710.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 728.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 746.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 764.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 782.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 800.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 818.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 836.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 854.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [79.0, 872.0, 372.0, 18.0], shoonya_0sQANZ5G4ECCGG, 5770721]
[paragraph, [81.0, 904.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 922.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 940.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 958.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 976.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 994.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1012.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1030.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1048.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1066.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1084.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1102.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1120.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1138.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1156.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1174.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1192.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1210.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1228.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1246.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1264.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1282.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1300.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1318.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1336.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1354.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [81.0, 1372.0, 373.0, 18.0], XxTX9CmZZx, 5770721]
[paragraph, [460.0, 961.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 979.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 997.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 1015.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 1033.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 1051.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 1069.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 1087.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 1105.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 1123.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 1141.0, 369.0, 18.0], FhXKz3OOGW, 5770721]
[paragraph, [460.0, 1160.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1178.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1196.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1214.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1232.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1250.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1268.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1286.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1304.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1322.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1340.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1358.0, 374.0, 18.0], Sacut0iE9S, 5770721]
[paragraph, [460.0, 1376.0, 374.0, 18.0], Sacut0iE9S, 5770721]
