[3968, 2806]
[paragraph, [163.0, 226.0, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1381.0, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1433.5, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1486.0, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1538.5, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1591.0, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1643.5, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1696.0, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1748.5, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1801.0, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [163.0, 1853.5, 1191.0, 52.5], shoonya_0s98YFOS0TVE7O, 5683505]
[paragraph, [1396.0, 1145.0, 1197.0, 52.5], shoonya_4sUIHESHCZ9KV9, 5683505]
[paragraph, [1396.0, 1197.5, 1197.0, 52.5], shoonya_4sUIHESHCZ9KV9, 5683505]
[paragraph, [1396.0, 1250.0, 1197.0, 52.5], shoonya_4sUIHESHCZ9KV9, 5683505]
[paragraph, [1396.0, 1302.5, 1197.0, 52.5], shoonya_4sUIHESHCZ9KV9, 5683505]
[paragraph, [1396.0, 1355.0, 1197.0, 52.5], shoonya_4sUIHESHCZ9KV9, 5683505]
[paragraph, [1396.0, 1407.5, 1197.0, 52.5], shoonya_4sUIHESHCZ9KV9, 5683505]
[paragraph, [1396.0, 1460.0, 1197.0, 52.5], shoonya_4sUIHESHCZ9KV9, 5683505]
[paragraph, [1410.0, 1589.0, 1157.0, 52.5], shoonya_5sB1QK90SOPZXX, 5683505]
[paragraph, [1410.0, 1641.5, 1157.0, 52.5], shoonya_5sB1QK90SOPZXX, 5683505]
[paragraph, [1410.0, 1694.0, 1157.0, 52.5], shoonya_5sB1QK90SOPZXX, 5683505]
[paragraph, [1410.0, 1746.5, 1157.0, 52.5], shoonya_5sB1QK90SOPZXX, 5683505]
[paragraph, [1410.0, 1799.0, 1157.0, 52.5], shoonya_5sB1QK90SOPZXX, 5683505]
[paragraph, [1410.0, 1851.5, 1157.0, 52.5], shoonya_5sB1QK90SOPZXX, 5683505]
[paragraph, [1410.0, 1904.0, 1157.0, 52.5], shoonya_5sB1QK90SOPZXX, 5683505]
[paragraph, [1410.0, 1956.5, 1157.0, 52.5], shoonya_5sB1QK90SOPZXX, 5683505]
[paragraph, [1410.0, 2009.0, 1157.0, 52.5], shoonya_5sB1QK90SOPZXX, 5683505]
[paragraph, [168.0, 1996.0, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2048.5, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2101.0, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2153.5, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2206.0, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2258.5, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2311.0, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2363.5, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2416.0, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2468.5, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2521.0, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2573.5, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2626.0, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2678.5, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2731.0, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [168.0, 2783.5, 1191.0, 52.5], shoonya_1sLBK84FYC5RZE, 5683505]
[paragraph, [1409.0, 2153.0, 1165.0, 52.5], shoonya_6sON1Y3I1Y9OW0, 5683505]
[paragraph, [1409.0, 2205.5, 1165.0, 52.5], shoonya_6sON1Y3I1Y9OW0, 5683505]
[paragraph, [1409.0, 2258.0, 1165.0, 52.5], shoonya_6sON1Y3I1Y9OW0, 5683505]
[paragraph, [1409.0, 2310.5, 1165.0, 52.5], shoonya_6sON1Y3I1Y9OW0, 5683505]
[paragraph, [1409.0, 2363.0, 1165.0, 52.5], shoonya_6sON1Y3I1Y9OW0, 5683505]
[paragraph, [1409.0, 2415.5, 1165.0, 52.5], shoonya_6sON1Y3I1Y9OW0, 5683505]
[paragraph, [1409.0, 2468.0, 1165.0, 52.5], shoonya_6sON1Y3I1Y9OW0, 5683505]
[paragraph, [178.0, 2898.0, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 2950.5, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3003.0, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3055.5, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3108.0, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3160.5, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3213.0, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3265.5, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3318.0, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3370.5, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3423.0, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3475.5, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3528.0, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3580.5, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[paragraph, [178.0, 3633.0, 1174.0, 52.5], shoonya_2s7X63VGR30093, 5683505]
[contact-info, [1440.0, 3202.0, 1156.0, 52.5], shoonya_7sHTXBU53WVR2S, 5683505]
[contact-info, [1440.0, 3254.5, 1156.0, 52.5], shoonya_7sHTXBU53WVR2S, 5683505]
[contact-info, [1440.0, 3307.0, 1156.0, 52.5], shoonya_7sHTXBU53WVR2S, 5683505]
[contact-info, [1440.0, 3359.5, 1156.0, 52.5], shoonya_7sHTXBU53WVR2S, 5683505]
[contact-info, [1440.0, 3412.0, 1156.0, 52.5], shoonya_7sHTXBU53WVR2S, 5683505]
[contact-info, [1440.0, 3464.5, 1156.0, 52.5], shoonya_7sHTXBU53WVR2S, 5683505]
[contact-info, [1440.0, 3517.0, 1156.0, 52.5], shoonya_7sHTXBU53WVR2S, 5683505]
[contact-info, [1440.0, 3569.5, 1156.0, 52.5], shoonya_7sHTXBU53WVR2S, 5683505]
[contact-info, [1440.0, 3622.0, 1156.0, 52.5], shoonya_7sHTXBU53WVR2S, 5683505]
[folio, [266.0, 3817.0, 719.0, 52.5], FOUGu50Zch, 5683505]
