[1240, 1755]
[sidebar, [673.0, 140.0, 89.0, 18.0], y7r2XsiBE1, 5729336]
[second-level-question, [1032.0, 742.0, 580.0, 18.0], shoonya_8sVLPJ0P0B6MO5, 5729336]
[second-level-question, [173.0, 651.0, 596.0, 18.0], _jB9UNL5-_, 5729336]
[second-level-question, [173.0, 669.0, 596.0, 18.0], _jB9UNL5-_, 5729336]
[second-level-question, [173.0, 687.0, 596.0, 18.0], _jB9UNL5-_, 5729336]
[second-level-question, [182.0, 728.0, 587.0, 18.0], BBFvGrFhoS, 5729336]
[second-level-question, [182.0, 746.0, 587.0, 18.0], BBFvGrFhoS, 5729336]
[second-level-question, [182.0, 764.0, 587.0, 18.0], BBFvGrFhoS, 5729336]
[second-level-question, [182.0, 782.0, 587.0, 18.0], BBFvGrFhoS, 5729336]
[second-level-question, [182.0, 800.0, 587.0, 18.0], BBFvGrFhoS, 5729336]
[second-level-question, [1033.0, 770.0, 592.0, 18.0], gbbDm0KfmL, 5729336]
[second-level-question, [1033.0, 788.0, 592.0, 18.0], gbbDm0KfmL, 5729336]
[second-level-question, [1033.0, 806.0, 592.0, 18.0], gbbDm0KfmL, 5729336]
[second-level-question, [1033.0, 824.0, 592.0, 18.0], gbbDm0KfmL, 5729336]
[second-level-question, [186.0, 840.0, 585.0, 18.0], 59m13a8-FD, 5729336]
[second-level-question, [186.0, 858.0, 585.0, 18.0], 59m13a8-FD, 5729336]
[second-level-question, [186.0, 876.0, 585.0, 18.0], 59m13a8-FD, 5729336]
[second-level-question, [186.0, 894.0, 585.0, 18.0], 59m13a8-FD, 5729336]
[second-level-question, [186.0, 912.0, 585.0, 18.0], 59m13a8-FD, 5729336]
[second-level-question, [186.0, 930.0, 585.0, 18.0], 59m13a8-FD, 5729336]
[second-level-question, [1039.0, 855.0, 579.0, 18.0], shoonya_7sRD4T5H3LMRBW, 5729336]
[second-level-question, [1039.0, 873.0, 579.0, 18.0], shoonya_7sRD4T5H3LMRBW, 5729336]
[second-level-question, [1039.0, 891.0, 579.0, 18.0], shoonya_7sRD4T5H3LMRBW, 5729336]
[second-level-question, [1039.0, 909.0, 579.0, 18.0], shoonya_7sRD4T5H3LMRBW, 5729336]
[second-level-question, [1039.0, 927.0, 579.0, 18.0], shoonya_7sRD4T5H3LMRBW, 5729336]
[second-level-question, [190.0, 976.0, 581.0, 18.0], veOqVvrMkb, 5729336]
[second-level-question, [190.0, 994.0, 581.0, 18.0], veOqVvrMkb, 5729336]
[second-level-question, [190.0, 1012.0, 581.0, 18.0], veOqVvrMkb, 5729336]
[second-level-question, [190.0, 1030.0, 581.0, 18.0], veOqVvrMkb, 5729336]
[second-level-question, [190.0, 1048.0, 581.0, 18.0], veOqVvrMkb, 5729336]
