[1625, 1211]
[paragraph, [433.0, 80.0, 347.0, 36.0], -rsqp8HeJE, 5742165]
[paragraph, [795.0, 806.0, 341.0, 36.0], shoonya_10sK16T9MRS2M8, 5742165]
[paragraph, [431.0, 477.0, 346.0, 36.0], shoonya_4sDVFO9EKM9HBH, 5742165]
[paragraph, [431.0, 513.0, 346.0, 36.0], shoonya_4sDVFO9EKM9HBH, 5742165]
[paragraph, [431.0, 549.0, 346.0, 36.0], shoonya_4sDVFO9EKM9HBH, 5742165]
[paragraph, [431.0, 585.0, 346.0, 36.0], shoonya_4sDVFO9EKM9HBH, 5742165]
[paragraph, [433.0, 659.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [433.0, 695.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [433.0, 731.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [433.0, 767.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [433.0, 803.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [433.0, 839.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [433.0, 875.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [433.0, 911.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [433.0, 947.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [433.0, 983.0, 345.0, 36.0], u6fxhIR9Rw, 5742165]
[paragraph, [790.0, 873.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 909.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 945.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 981.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 1017.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 1053.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 1089.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 1125.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 1161.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 1197.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 1233.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 1269.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[paragraph, [790.0, 1305.0, 344.0, 36.0], shoonya_7sOW0IHRQRZ3PL, 5742165]
[section-title, [134.0, 948.0, 227.0, 49.5], shoonya_3sP1WFUAWHNJ9O, 5742165]
[paragraph, [79.0, 1014.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1050.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1086.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1122.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1158.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1194.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1230.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1266.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1302.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1338.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1374.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1410.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [79.0, 1446.0, 339.0, 36.0], shoonya_0sVWLLCIJLAX7Q, 5742165]
[paragraph, [438.0, 1045.0, 333.0, 36.0], AAUFcOlHlg, 5742165]
[paragraph, [438.0, 1081.0, 333.0, 36.0], AAUFcOlHlg, 5742165]
[paragraph, [438.0, 1117.0, 333.0, 36.0], AAUFcOlHlg, 5742165]
[paragraph, [438.0, 1153.0, 333.0, 36.0], AAUFcOlHlg, 5742165]
[paragraph, [438.0, 1189.0, 333.0, 36.0], AAUFcOlHlg, 5742165]
[section-title, [464.0, 1256.0, 293.0, 49.5], shoonya_11sFYJLPU0PUR1, 5742165]
[paragraph, [431.0, 1336.0, 336.0, 36.0], MO6V80gvjg, 5742165]
[paragraph, [431.0, 1372.0, 336.0, 36.0], MO6V80gvjg, 5742165]
[paragraph, [431.0, 1408.0, 336.0, 36.0], MO6V80gvjg, 5742165]
[paragraph, [431.0, 1444.0, 336.0, 36.0], MO6V80gvjg, 5742165]
[paragraph, [778.0, 1362.0, 357.0, 36.0], shoonya_8s43ZU1PD4WQRN, 5742165]
[paragraph, [778.0, 1398.0, 357.0, 36.0], shoonya_8s43ZU1PD4WQRN, 5742165]
[paragraph, [778.0, 1434.0, 357.0, 36.0], shoonya_8s43ZU1PD4WQRN, 5742165]
[paragraph, [778.0, 1470.0, 357.0, 36.0], shoonya_8s43ZU1PD4WQRN, 5742165]
[folio, [539.0, 1514.0, 105.0, 36.0], shoonya_9s7PH3PDWCA0OY, 5742165]
[footnote, [750.0, 1573.0, 395.0, 36.0], nNQ_PU29ak, 5742165]
