[1387, 987]
[section-title, [430.0, 92.0, 123.0, 30.0], nptT3hWLmQ, 5652459]
[paragraph, [67.0, 644.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 662.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 680.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 698.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 716.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 734.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 752.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 770.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 788.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 806.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 824.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 842.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 860.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 878.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 896.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 914.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 932.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 950.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 968.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 986.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 1004.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [67.0, 1022.0, 861.0, 18.0], 77bFRB8gps, 5652459]
[paragraph, [77.0, 1036.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1054.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1072.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1090.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1108.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1126.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1144.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1162.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1180.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1198.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1216.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1234.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1252.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
[paragraph, [77.0, 1270.0, 877.0, 18.0], Vbgb1J99xj, 5652459]
