[2339, 1653]
[chapter-title, [549.0, 387.0, 443.0, 70.5], shoonya_14s6IHD981XBVA, 5736123]
[paragraph, [1083.0, 1381.0, 335.0, 36.0], shoonya_13sRQM983TKWIH, 5736123]
[paragraph, [1083.0, 1417.0, 335.0, 36.0], shoonya_13sRQM983TKWIH, 5736123]
[paragraph, [1083.0, 1453.0, 335.0, 36.0], shoonya_13sRQM983TKWIH, 5736123]
[paragraph, [1083.0, 1489.0, 335.0, 36.0], shoonya_13sRQM983TKWIH, 5736123]
[paragraph, [1083.0, 1525.0, 335.0, 36.0], shoonya_13sRQM983TKWIH, 5736123]
[paragraph, [1083.0, 1561.0, 335.0, 36.0], shoonya_13sRQM983TKWIH, 5736123]
[paragraph, [835.0, 1632.0, 580.0, 36.0], shoonya_7s7CW6SBARCORX, 5736123]
[paragraph, [835.0, 1668.0, 580.0, 36.0], shoonya_7s7CW6SBARCORX, 5736123]
[paragraph, [835.0, 1704.0, 580.0, 36.0], shoonya_7s7CW6SBARCORX, 5736123]
[paragraph, [835.0, 1740.0, 580.0, 36.0], shoonya_7s7CW6SBARCORX, 5736123]
[paragraph, [242.0, 1809.0, 575.0, 36.0], shoonya_4s53DXP6AJWGG4, 5736123]
[paragraph, [242.0, 1845.0, 575.0, 36.0], shoonya_4s53DXP6AJWGG4, 5736123]
[paragraph, [242.0, 1881.0, 575.0, 36.0], shoonya_4s53DXP6AJWGG4, 5736123]
[paragraph, [838.0, 1809.0, 576.0, 36.0], shoonya_10s7ZZ6OO5H7UK, 5736123]
[paragraph, [838.0, 1845.0, 576.0, 36.0], shoonya_10s7ZZ6OO5H7UK, 5736123]
[paragraph, [838.0, 1881.0, 576.0, 36.0], shoonya_10s7ZZ6OO5H7UK, 5736123]
[folio, [235.0, 1965.0, 239.0, 36.0], Z9mySPch93, 5736123]
