[1806, 1262]
[chapter-title, [352.0, 422.0, 546.0, 58.5], shoonya_3sX0D3657BVBSR, 5680483]
[paragraph, [100.0, 802.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 838.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 874.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 910.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 946.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 982.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 1018.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 1054.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 1090.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 1126.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 1162.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 1198.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 1234.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 1270.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [100.0, 1306.0, 498.0, 36.0], shoonya_0s5ES4XT3S7PBG, 5680483]
[paragraph, [657.0, 1430.0, 508.0, 36.0], shoonya_5sAUNMK58PJ9ZX, 5680483]
[paragraph, [657.0, 1466.0, 508.0, 36.0], shoonya_5sAUNMK58PJ9ZX, 5680483]
[paragraph, [657.0, 1502.0, 508.0, 36.0], shoonya_5sAUNMK58PJ9ZX, 5680483]
[paragraph, [657.0, 1538.0, 508.0, 36.0], shoonya_5sAUNMK58PJ9ZX, 5680483]
[paragraph, [657.0, 1574.0, 508.0, 36.0], shoonya_5sAUNMK58PJ9ZX, 5680483]
[paragraph, [657.0, 1610.0, 508.0, 36.0], shoonya_5sAUNMK58PJ9ZX, 5680483]
[paragraph, [657.0, 1646.0, 508.0, 36.0], shoonya_5sAUNMK58PJ9ZX, 5680483]
[paragraph, [100.0, 1431.0, 500.0, 36.0], shoonya_4s3C70LPKE50RG, 5680483]
[paragraph, [100.0, 1467.0, 500.0, 36.0], shoonya_4s3C70LPKE50RG, 5680483]
[paragraph, [100.0, 1503.0, 500.0, 36.0], shoonya_4s3C70LPKE50RG, 5680483]
[paragraph, [100.0, 1539.0, 500.0, 36.0], shoonya_4s3C70LPKE50RG, 5680483]
[paragraph, [100.0, 1575.0, 500.0, 36.0], shoonya_4s3C70LPKE50RG, 5680483]
[paragraph, [100.0, 1611.0, 500.0, 36.0], shoonya_4s3C70LPKE50RG, 5680483]
[paragraph, [100.0, 1647.0, 500.0, 36.0], shoonya_4s3C70LPKE50RG, 5680483]
