[2806, 1984]
[paragraph, [324.0, 202.0, 1438.0, 46.5], shoonya_0s3EMH1Q4C8ABV, 5698865]
[paragraph, [326.0, 1640.0, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 1686.5, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 1733.0, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 1779.5, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 1826.0, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 1872.5, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 1919.0, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 1965.5, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 2012.0, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 2058.5, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 2105.0, 1427.0, 46.5], cZm9JJpiA-, 5698865]
[paragraph, [326.0, 2151.5, 1427.0, 46.5], cZm9JJpiA-, 5698865]
