[2339, 1654]
[folio, [1346.0, 72.0, 219.0, 36.0], shoonya_3sN8GIJLTLCGGE, 5750711]
[paragraph, [294.0, 1407.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1443.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [294.0, 1479.0, 1173.0, 36.0], shoonya_2s6RZF1PG7946T, 5750711]
[paragraph, [152.0, 1612.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1648.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1684.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1720.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1756.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1792.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1828.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1864.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1900.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1936.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 1972.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 2008.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 2044.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 2080.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 2116.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 2152.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 2188.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
[paragraph, [152.0, 2224.0, 1440.0, 36.0], shoonya_0sB0622KO5GGB1, 5750711]
