[1518, 1075]
[folio, [443.0, 115.0, 80.0, 36.0], 0UopJl89s3, 5722320]
[paragraph, [530.0, 496.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 532.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 568.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 604.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 640.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 676.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 712.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 748.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 784.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 820.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 856.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 892.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 928.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 964.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 1000.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 1036.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 1072.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 1108.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 1144.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [530.0, 1180.0, 437.0, 36.0], shoonya_4sNJYT0YHMLL4A, 5722320]
[paragraph, [84.0, 988.0, 440.0, 36.0], shoonya_0sLVUH3B5NIX7B, 5722320]
[paragraph, [84.0, 1024.0, 440.0, 36.0], shoonya_0sLVUH3B5NIX7B, 5722320]
[paragraph, [84.0, 1060.0, 440.0, 36.0], shoonya_0sLVUH3B5NIX7B, 5722320]
[paragraph, [84.0, 1096.0, 440.0, 36.0], shoonya_0sLVUH3B5NIX7B, 5722320]
[paragraph, [84.0, 1132.0, 440.0, 36.0], shoonya_0sLVUH3B5NIX7B, 5722320]
[paragraph, [84.0, 1168.0, 440.0, 36.0], shoonya_0sLVUH3B5NIX7B, 5722320]
[paragraph, [84.0, 1204.0, 440.0, 36.0], shoonya_0sLVUH3B5NIX7B, 5722320]
[paragraph, [84.0, 1240.0, 440.0, 36.0], shoonya_0sLVUH3B5NIX7B, 5722320]
[paragraph, [84.0, 1276.0, 440.0, 36.0], shoonya_0sLVUH3B5NIX7B, 5722320]
[paragraph, [527.0, 1229.0, 435.0, 36.0], shoonya_2s73JYGCW4GKL1, 5722320]
[paragraph, [527.0, 1265.0, 435.0, 36.0], shoonya_2s73JYGCW4GKL1, 5722320]
[folio, [602.0, 1392.0, 276.0, 36.0], shoonya_6s465J6X62JFZ3, 5722320]
