[1275, 750]
[section-title, [307.0, 70.0, 115.0, 30.0], shoonya_4sOKVRYNDK177D, 5767474]
[paragraph, [54.0, 644.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 662.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 680.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 698.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 716.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 734.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 752.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 770.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 788.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 806.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 824.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 842.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 860.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 878.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[paragraph, [54.0, 896.0, 623.0, 18.0], shoonya_0sC3IMER8ZOAY2, 5767474]
[chapter-title, [297.0, 936.0, 174.0, 30.0], shoonya_3s9WDGJZY50JYK, 5767474]
[paragraph, [82.0, 1003.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1021.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1039.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1057.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1075.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1093.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1111.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1129.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1147.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1165.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
[paragraph, [82.0, 1183.0, 599.0, 18.0], shoonya_2sWKOADWCL9Z9Z, 5767474]
