[2339, 1656]
[paragraph, [869.0, 93.0, 704.0, 36.0], shoonya_2s16GDSOF2ANZD, 5749636]
[paragraph, [142.0, 1451.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1487.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1523.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1559.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1595.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1631.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1667.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1703.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1739.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1775.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1811.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1847.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1883.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1919.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1955.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [142.0, 1991.0, 700.0, 36.0], shoonya_1sK607EOXBKRJY, 5749636]
[paragraph, [871.0, 1452.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1488.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1524.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1560.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1596.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1632.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1668.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1704.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1740.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1776.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1812.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1848.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1884.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1920.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1956.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
[paragraph, [871.0, 1992.0, 701.0, 36.0], shoonya_3sCHXKR3IF9UAT, 5749636]
