[2200, 1700]
[paragraph, [91.0, 163.0, 715.0, 36.0], shoonya_0sQHN686CNCJ4V, 5752463]
[paragraph, [890.0, 419.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 455.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 491.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 527.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 563.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 599.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 635.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 671.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [890.0, 707.0, 720.0, 36.0], qeqwf5RHv1, 5752463]
[paragraph, [892.0, 792.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 828.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 864.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 900.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 936.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 972.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1008.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1044.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1080.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1116.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1152.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1188.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1224.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1260.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1296.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1332.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1368.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1404.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1440.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1476.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1512.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1548.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [892.0, 1584.0, 716.0, 36.0], LwAGGd6Yvg, 5752463]
[paragraph, [93.0, 1164.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1200.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1236.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1272.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1308.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1344.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1380.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1416.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1452.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1488.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1524.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1560.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1596.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1632.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1668.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1704.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1740.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1776.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1812.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1848.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1884.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1920.0, 714.0, 36.0], OPO96Eij__, 5752463]
[paragraph, [93.0, 1956.0, 714.0, 36.0], OPO96Eij__, 5752463]
[figure-caption, [1160.0, 1674.0, 448.0, 36.0], gxNkI6HkPf, 5752463]
[figure-caption, [1160.0, 1710.0, 448.0, 36.0], gxNkI6HkPf, 5752463]
[figure-caption, [1160.0, 1746.0, 448.0, 36.0], gxNkI6HkPf, 5752463]
[figure-caption, [1160.0, 1782.0, 448.0, 36.0], gxNkI6HkPf, 5752463]
[figure-caption, [1160.0, 1818.0, 448.0, 36.0], gxNkI6HkPf, 5752463]
[figure-caption, [1160.0, 1854.0, 448.0, 36.0], gxNkI6HkPf, 5752463]
[figure-caption, [1160.0, 1890.0, 448.0, 36.0], gxNkI6HkPf, 5752463]
[figure-caption, [1160.0, 1926.0, 448.0, 36.0], gxNkI6HkPf, 5752463]
