[1518, 1075]
[folio, [550.0, 114.0, 75.0, 36.0], o3qthyYNAP, 5722689]
[paragraph, [553.0, 514.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 550.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 586.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 622.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 658.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 694.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 730.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 766.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 802.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 838.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [553.0, 874.0, 434.0, 36.0], shoonya_3sEOK5LIQRL28Y, 5722689]
[paragraph, [116.0, 804.0, 424.0, 36.0], shoonya_1s4BZTF94EYUR8, 5722689]
[paragraph, [116.0, 840.0, 424.0, 36.0], shoonya_1s4BZTF94EYUR8, 5722689]
[paragraph, [116.0, 876.0, 424.0, 36.0], shoonya_1s4BZTF94EYUR8, 5722689]
[paragraph, [116.0, 912.0, 424.0, 36.0], shoonya_1s4BZTF94EYUR8, 5722689]
[paragraph, [116.0, 948.0, 424.0, 36.0], shoonya_1s4BZTF94EYUR8, 5722689]
[paragraph, [116.0, 984.0, 424.0, 36.0], shoonya_1s4BZTF94EYUR8, 5722689]
[paragraph, [557.0, 912.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 948.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 984.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 1020.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 1056.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 1092.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 1128.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 1164.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 1200.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 1236.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[paragraph, [557.0, 1272.0, 427.0, 36.0], shoonya_2sNRBXA6WRFSL2, 5722689]
[sub-headline, [162.0, 1041.0, 355.0, 36.0], shoonya_5sX7KIFQTI76WN, 5722689]
[paragraph, [114.0, 1096.0, 427.0, 36.0], shoonya_4sXOWHJBLH03IM, 5722689]
[paragraph, [114.0, 1132.0, 427.0, 36.0], shoonya_4sXOWHJBLH03IM, 5722689]
[paragraph, [114.0, 1168.0, 427.0, 36.0], shoonya_4sXOWHJBLH03IM, 5722689]
[paragraph, [114.0, 1204.0, 427.0, 36.0], shoonya_4sXOWHJBLH03IM, 5722689]
[paragraph, [114.0, 1240.0, 427.0, 36.0], shoonya_4sXOWHJBLH03IM, 5722689]
[paragraph, [114.0, 1276.0, 427.0, 36.0], shoonya_4sXOWHJBLH03IM, 5722689]
[folio, [193.0, 1386.0, 421.0, 36.0], shoonya_9s1HOPZ5WMUW47, 5722689]
