[2084, 1533]
[dateline, [81.0, 44.0, 346.0, 64.5], PN3_9w__Sn, 5713188]
[paragraph, [52.0, 1378.0, 726.0, 36.0], f0NpQsihrA, 5713188]
[paragraph, [52.0, 1414.0, 726.0, 36.0], f0NpQsihrA, 5713188]
[paragraph, [52.0, 1450.0, 726.0, 36.0], f0NpQsihrA, 5713188]
[paragraph, [52.0, 1486.0, 726.0, 36.0], f0NpQsihrA, 5713188]
[paragraph, [52.0, 1522.0, 726.0, 36.0], f0NpQsihrA, 5713188]
[paragraph, [1018.0, 1307.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [1018.0, 1343.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [1018.0, 1379.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [1018.0, 1415.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [1018.0, 1451.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [1018.0, 1487.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [1018.0, 1523.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [1018.0, 1559.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [1018.0, 1595.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [1018.0, 1631.0, 464.0, 36.0], shoonya_1sDNU2SEX1WYE6, 5713188]
[paragraph, [54.0, 1562.0, 719.0, 36.0], shoonya_6sE9UUGIAUNHHM, 5713188]
[paragraph, [54.0, 1598.0, 719.0, 36.0], shoonya_6sE9UUGIAUNHHM, 5713188]
[paragraph, [54.0, 1634.0, 719.0, 36.0], shoonya_6sE9UUGIAUNHHM, 5713188]
[paragraph, [54.0, 1670.0, 719.0, 36.0], shoonya_6sE9UUGIAUNHHM, 5713188]
[paragraph, [54.0, 1706.0, 719.0, 36.0], shoonya_6sE9UUGIAUNHHM, 5713188]
[paragraph, [54.0, 1742.0, 719.0, 36.0], shoonya_6sE9UUGIAUNHHM, 5713188]
[paragraph, [777.0, 1705.0, 714.0, 36.0], shoonya_3sWA7TECD6AZG5, 5713188]
[paragraph, [777.0, 1741.0, 714.0, 36.0], shoonya_3sWA7TECD6AZG5, 5713188]
[paragraph, [777.0, 1777.0, 714.0, 36.0], shoonya_3sWA7TECD6AZG5, 5713188]
[paragraph, [777.0, 1813.0, 714.0, 36.0], shoonya_3sWA7TECD6AZG5, 5713188]
[paragraph, [777.0, 1849.0, 714.0, 36.0], shoonya_3sWA7TECD6AZG5, 5713188]
[paragraph, [777.0, 1885.0, 714.0, 36.0], shoonya_3sWA7TECD6AZG5, 5713188]
[paragraph, [59.0, 1794.0, 713.0, 36.0], shoonya_4sWW51C96D0WZD, 5713188]
[paragraph, [59.0, 1830.0, 713.0, 36.0], shoonya_4sWW51C96D0WZD, 5713188]
[paragraph, [59.0, 1866.0, 713.0, 36.0], shoonya_4sWW51C96D0WZD, 5713188]
[paragraph, [59.0, 1902.0, 713.0, 36.0], shoonya_4sWW51C96D0WZD, 5713188]
[paragraph, [59.0, 1938.0, 713.0, 36.0], shoonya_4sWW51C96D0WZD, 5713188]
[paragraph, [771.0, 1937.0, 721.0, 36.0], yTchzd4C4Z, 5713188]
[paragraph, [771.0, 1973.0, 721.0, 36.0], yTchzd4C4Z, 5713188]
