[3968, 2806]
[headline, [216.0, 273.0, 2330.0, 52.5], shoonya_0s9UH8SYJ7QYNN, 5684370]
[ordered-list, [1452.0, 3075.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 3127.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 3180.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 3232.5, 1175.0, 52.5], So6psRcLDl, 5684370]
[ordered-list, [1452.0, 3285.0, 1175.0, 52.5], So6psRcLDl, 5684370]
[paragraph, [175.0, 1959.0, 1248.0, 52.5], 9qfflALaIn, 5684370]
[paragraph, [175.0, 2011.5, 1248.0, 52.5], 9qfflALaIn, 5684370]
[paragraph, [175.0, 2064.0, 1248.0, 52.5], 9qfflALaIn, 5684370]
[paragraph, [175.0, 2116.5, 1248.0, 52.5], 9qfflALaIn, 5684370]
[ordered-list, [178.0, 2246.0, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2298.5, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2351.0, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2403.5, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2456.0, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2508.5, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2561.0, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2613.5, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2666.0, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2718.5, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2771.0, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2823.5, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2876.0, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2928.5, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 2981.0, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 3033.5, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [178.0, 3086.0, 1245.0, 52.5], oROI1kJEig, 5684370]
[ordered-list, [192.0, 3256.0, 1231.0, 52.5], bf099e0tYy, 5684370]
[ordered-list, [192.0, 3308.5, 1231.0, 52.5], bf099e0tYy, 5684370]
[ordered-list, [192.0, 3361.0, 1231.0, 52.5], bf099e0tYy, 5684370]
[ordered-list, [192.0, 3413.5, 1231.0, 52.5], bf099e0tYy, 5684370]
[ordered-list, [192.0, 3466.0, 1231.0, 52.5], bf099e0tYy, 5684370]
[ordered-list, [192.0, 3518.5, 1231.0, 52.5], bf099e0tYy, 5684370]
[ordered-list, [192.0, 3571.0, 1231.0, 52.5], bf099e0tYy, 5684370]
[ordered-list, [192.0, 3623.5, 1231.0, 52.5], bf099e0tYy, 5684370]
[ordered-list, [192.0, 3676.0, 1231.0, 52.5], bf099e0tYy, 5684370]
[paragraph, [1459.0, 3536.0, 1160.0, 52.5], Vemc8-LY2o, 5684370]
[paragraph, [1459.0, 3588.5, 1160.0, 52.5], Vemc8-LY2o, 5684370]
[paragraph, [1459.0, 3641.0, 1160.0, 52.5], Vemc8-LY2o, 5684370]
[paragraph, [1459.0, 3693.5, 1160.0, 52.5], Vemc8-LY2o, 5684370]
[folio, [263.0, 3810.0, 705.0, 52.5], 0xCxK2fmOf, 5684370]
