[1755, 1240]
[headline, [403.0, 219.0, 448.0, 37.5], shoonya_9sETG6MEJG3UXN, 6471916]
[paragraph, [439.0, 1298.0, 362.0, 36.0], shoonya_10sYZTLMQ0N9MW, 6471916]
[paragraph, [439.0, 1334.0, 362.0, 36.0], shoonya_10sYZTLMQ0N9MW, 6471916]
[paragraph, [439.0, 1370.0, 362.0, 36.0], shoonya_10sYZTLMQ0N9MW, 6471916]
[paragraph, [439.0, 1406.0, 362.0, 36.0], shoonya_10sYZTLMQ0N9MW, 6471916]
[paragraph, [67.0, 1149.0, 359.0, 36.0], shoonya_1sQCQICYP05UKC, 6471916]
[paragraph, [67.0, 1185.0, 359.0, 36.0], shoonya_1sQCQICYP05UKC, 6471916]
[paragraph, [67.0, 1221.0, 359.0, 36.0], shoonya_1sQCQICYP05UKC, 6471916]
[paragraph, [67.0, 1257.0, 359.0, 36.0], shoonya_1sQCQICYP05UKC, 6471916]
[paragraph, [67.0, 1293.0, 359.0, 36.0], shoonya_1sQCQICYP05UKC, 6471916]
[paragraph, [67.0, 1329.0, 359.0, 36.0], shoonya_1sQCQICYP05UKC, 6471916]
[paragraph, [67.0, 1365.0, 359.0, 36.0], shoonya_1sQCQICYP05UKC, 6471916]
[paragraph, [67.0, 1401.0, 359.0, 36.0], shoonya_1sQCQICYP05UKC, 6471916]
[paragraph, [443.0, 1462.0, 359.0, 36.0], shoonya_7sP3BM39IRYXD3, 6471916]
[paragraph, [443.0, 1498.0, 359.0, 36.0], shoonya_7sP3BM39IRYXD3, 6471916]
[paragraph, [443.0, 1534.0, 359.0, 36.0], shoonya_7sP3BM39IRYXD3, 6471916]
[paragraph, [62.0, 1466.0, 363.0, 36.0], shoonya_11sK0FZN2UMBI8, 6471916]
[paragraph, [62.0, 1502.0, 363.0, 36.0], shoonya_11sK0FZN2UMBI8, 6471916]
[paragraph, [62.0, 1538.0, 363.0, 36.0], shoonya_11sK0FZN2UMBI8, 6471916]
[flag, [56.0, 1598.0, 275.0, 36.0], shoonya_15s7DC9XTUBFBE, 6471916]
