[1372, 849]
[section-title, [324.0, 67.0, 200.0, 30.0], shoonya_3s4HQF707VTWXK, 5709951]
[paragraph, [63.0, 948.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 966.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 984.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1002.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1020.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1038.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1056.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1074.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1092.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1110.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1128.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1146.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1164.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1182.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1200.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1218.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
[paragraph, [63.0, 1236.0, 721.0, 18.0], shoonya_2sXYX9XDOTWM5F, 5709951]
