[1823, 1375]
[folio, [607.0, 96.0, 156.0, 36.0], shoonya_5sA52D5NLI6ZI7, 5683992]
[paragraph, [690.0, 606.0, 587.0, 36.0], shoonya_3sL4NCQAG377Q4, 5683992]
[paragraph, [690.0, 642.0, 587.0, 36.0], shoonya_3sL4NCQAG377Q4, 5683992]
[paragraph, [690.0, 678.0, 587.0, 36.0], shoonya_3sL4NCQAG377Q4, 5683992]
[paragraph, [690.0, 714.0, 587.0, 36.0], shoonya_3sL4NCQAG377Q4, 5683992]
[paragraph, [690.0, 750.0, 587.0, 36.0], shoonya_3sL4NCQAG377Q4, 5683992]
[paragraph, [690.0, 786.0, 587.0, 36.0], shoonya_3sL4NCQAG377Q4, 5683992]
[paragraph, [102.0, 636.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [102.0, 672.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [102.0, 708.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [102.0, 744.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [102.0, 780.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [102.0, 816.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [102.0, 852.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [102.0, 888.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [102.0, 924.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [102.0, 960.0, 575.0, 36.0], shoonya_1sJU7XR2DSX0S3, 5683992]
[paragraph, [690.0, 852.0, 584.0, 36.0], shoonya_9sFV7RN53OA1DK, 5683992]
[paragraph, [690.0, 888.0, 584.0, 36.0], shoonya_9sFV7RN53OA1DK, 5683992]
[author, [1015.0, 932.0, 251.0, 36.0], shoonya_8sOCK4G49047XY, 5683992]
[section-title, [592.0, 1021.0, 180.0, 49.5], shoonya_6sAXA1QNYSB3U0, 5683992]
[sub-section-title, [599.0, 1090.0, 197.0, 36.0], 561YiJJnJD, 5683992]
[paragraph, [689.0, 1156.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1192.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1228.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1264.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1300.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1336.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1372.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1408.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1444.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1480.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1516.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1552.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1588.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1624.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [689.0, 1660.0, 586.0, 36.0], shoonya_4sZGQK7364FJCM, 5683992]
[paragraph, [100.0, 1160.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1196.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1232.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1268.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1304.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1340.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1376.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1412.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1448.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1484.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1520.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1556.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1592.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1628.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
[paragraph, [100.0, 1664.0, 581.0, 36.0], shoonya_0s80W6YTA1T8KU, 5683992]
