[1625, 1211]
[paragraph, [429.0, 80.0, 354.0, 36.0], kBdYBtz9tx, 5742037]
[paragraph, [800.0, 1283.0, 337.0, 36.0], FgbrBtUudy, 5742037]
[paragraph, [79.0, 975.0, 347.0, 36.0], shoonya_0sF9JUORP143ES, 5742037]
[paragraph, [79.0, 1011.0, 347.0, 36.0], shoonya_0sF9JUORP143ES, 5742037]
[paragraph, [79.0, 1047.0, 347.0, 36.0], shoonya_0sF9JUORP143ES, 5742037]
[paragraph, [79.0, 1083.0, 347.0, 36.0], shoonya_0sF9JUORP143ES, 5742037]
[paragraph, [79.0, 1119.0, 347.0, 36.0], shoonya_0sF9JUORP143ES, 5742037]
[paragraph, [79.0, 1155.0, 347.0, 36.0], shoonya_0sF9JUORP143ES, 5742037]
[paragraph, [442.0, 1013.0, 342.0, 36.0], 6YHDYPwl0e, 5742037]
[paragraph, [442.0, 1049.0, 342.0, 36.0], 6YHDYPwl0e, 5742037]
[paragraph, [442.0, 1085.0, 342.0, 36.0], 6YHDYPwl0e, 5742037]
[paragraph, [442.0, 1121.0, 342.0, 36.0], 6YHDYPwl0e, 5742037]
[paragraph, [442.0, 1157.0, 342.0, 36.0], 6YHDYPwl0e, 5742037]
[paragraph, [442.0, 1193.0, 342.0, 36.0], 6YHDYPwl0e, 5742037]
[paragraph, [442.0, 1229.0, 342.0, 36.0], 6YHDYPwl0e, 5742037]
[paragraph, [442.0, 1265.0, 342.0, 36.0], 6YHDYPwl0e, 5742037]
[paragraph, [442.0, 1301.0, 342.0, 36.0], 6YHDYPwl0e, 5742037]
[paragraph, [76.0, 1201.0, 344.0, 36.0], shoonya_2sZO26R3DDUPS1, 5742037]
[paragraph, [76.0, 1237.0, 344.0, 36.0], shoonya_2sZO26R3DDUPS1, 5742037]
[paragraph, [76.0, 1273.0, 344.0, 36.0], shoonya_2sZO26R3DDUPS1, 5742037]
[paragraph, [75.0, 1337.0, 341.0, 36.0], shoonya_1sS1NICKFRPXEQ, 5742037]
[paragraph, [75.0, 1373.0, 341.0, 36.0], shoonya_1sS1NICKFRPXEQ, 5742037]
[paragraph, [75.0, 1409.0, 341.0, 36.0], shoonya_1sS1NICKFRPXEQ, 5742037]
[paragraph, [75.0, 1445.0, 341.0, 36.0], shoonya_1sS1NICKFRPXEQ, 5742037]
[paragraph, [793.0, 1344.0, 348.0, 36.0], EwWiswHpfj, 5742037]
[paragraph, [793.0, 1380.0, 348.0, 36.0], EwWiswHpfj, 5742037]
[paragraph, [793.0, 1416.0, 348.0, 36.0], EwWiswHpfj, 5742037]
[paragraph, [793.0, 1452.0, 348.0, 36.0], EwWiswHpfj, 5742037]
[paragraph, [433.0, 1374.0, 346.0, 36.0], shoonya_3sYNELPT5FNDWX, 5742037]
[paragraph, [433.0, 1410.0, 346.0, 36.0], shoonya_3sYNELPT5FNDWX, 5742037]
[paragraph, [433.0, 1446.0, 346.0, 36.0], shoonya_3sYNELPT5FNDWX, 5742037]
[folio, [797.0, 1508.0, 112.0, 36.0], oQNC0bXcuo, 5742037]
[folio, [428.0, 1512.0, 107.0, 36.0], xZmu1miTCS, 5742037]
[footnote, [748.0, 1573.0, 392.0, 36.0], cr3pV2t2ay, 5742037]
