[1625, 1211]
[paragraph, [778.0, 86.0, 349.0, 36.0], sBIM0NQz6r, 5742841]
[paragraph, [59.0, 399.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 435.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 471.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 507.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 543.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 579.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 615.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 651.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 687.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 723.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 759.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 795.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 831.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 867.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 903.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 939.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 975.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1011.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1047.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1083.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1119.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1155.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1191.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1227.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1263.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1299.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[paragraph, [59.0, 1335.0, 357.0, 36.0], Q8wCBgrI96, 5742841]
[ordered-list, [780.0, 781.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 817.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 853.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 889.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 925.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 961.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 997.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1033.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1069.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1105.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1141.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1177.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1213.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1249.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1285.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1321.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1357.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1393.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[ordered-list, [780.0, 1429.0, 367.0, 36.0], zNfM-PqgS-, 5742841]
[paragraph, [74.0, 1433.0, 340.0, 36.0], KaGKq03Iwv, 5742841]
[folio, [418.0, 1498.0, 122.0, 36.0], Y8ALRGy1fI, 5742841]
[footnote, [743.0, 1575.0, 388.0, 36.0], p2xByiaNm_, 5742841]
