[2520, 1740]
[folio, [24.0, 109.0, 190.0, 46.5], 1J-8yMcc66, 5694286]
[answer, [126.0, 1269.5, 564.0, 46.5], shoonya_4sEVM3RZG3OC9K, 5694286]
[answer, [126.0, 1316.0, 564.0, 46.5], shoonya_4sEVM3RZG3OC9K, 5694286]
[answer, [126.0, 1362.5, 564.0, 46.5], shoonya_4sEVM3RZG3OC9K, 5694286]
[answer, [126.0, 1409.0, 564.0, 46.5], shoonya_4sEVM3RZG3OC9K, 5694286]
[answer, [126.0, 1455.5, 564.0, 46.5], shoonya_4sEVM3RZG3OC9K, 5694286]
[answer, [126.0, 1502.0, 564.0, 46.5], shoonya_4sEVM3RZG3OC9K, 5694286]
[answer, [126.0, 1548.5, 564.0, 46.5], shoonya_4sEVM3RZG3OC9K, 5694286]
[figure-caption, [771.0, 1306.0, 237.0, 46.5], shoonya_7s6203HRID9OJ4, 5694286]
[sidebar, [761.0, 1380.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1426.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1473.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1519.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1566.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1612.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1659.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1705.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1752.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1798.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1845.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1891.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1938.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 1984.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 2031.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 2077.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 2124.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 2170.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 2217.0, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[sidebar, [761.0, 2263.5, 339.0, 46.5], shoonya_9s2RA7ANLCTH5X, 5694286]
[answer, [127.0, 1841.0, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [127.0, 1887.5, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [127.0, 1934.0, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [127.0, 1980.5, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [127.0, 2027.0, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [127.0, 2073.5, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [127.0, 2120.0, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [127.0, 2166.5, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [127.0, 2213.0, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [127.0, 2259.5, 559.0, 46.5], shoonya_24sO1YY4G05LBU, 5694286]
[answer, [1155.0, 1912.0, 529.0, 46.5], shoonya_8s281SA1PRW4Q6, 5694286]
[answer, [1155.0, 1958.5, 529.0, 46.5], shoonya_8s281SA1PRW4Q6, 5694286]
[answer, [1155.0, 2005.0, 529.0, 46.5], shoonya_8s281SA1PRW4Q6, 5694286]
[answer, [1155.0, 2051.5, 529.0, 46.5], shoonya_8s281SA1PRW4Q6, 5694286]
[answer, [1155.0, 2098.0, 529.0, 46.5], shoonya_8s281SA1PRW4Q6, 5694286]
[answer, [1155.0, 2144.5, 529.0, 46.5], shoonya_8s281SA1PRW4Q6, 5694286]
[answer, [1155.0, 2191.0, 529.0, 46.5], shoonya_8s281SA1PRW4Q6, 5694286]
[answer, [1155.0, 2237.5, 529.0, 46.5], shoonya_8s281SA1PRW4Q6, 5694286]
[folio, [91.0, 2354.0, 363.0, 46.5], shoonya_14s7DPQ3PSQLQM, 5694286]
