[1654, 1300]
[paragraph, [88.0, 82.0, 545.0, 36.0], shoonya_0s3DV5PESNL84E, 5713213]
[paragraph, [88.0, 874.0, 545.0, 36.0], shoonya_0s3DV5PESNL84E, 5713213]
[paragraph, [88.0, 910.0, 545.0, 36.0], shoonya_0s3DV5PESNL84E, 5713213]
[paragraph, [88.0, 946.0, 545.0, 36.0], shoonya_0s3DV5PESNL84E, 5713213]
[contact-info, [652.0, 88.0, 560.0, 36.0], uN4ItdGitM, 5713213]
[contact-info, [652.0, 124.0, 560.0, 36.0], uN4ItdGitM, 5713213]
[contact-info, [652.0, 160.0, 560.0, 36.0], uN4ItdGitM, 5713213]
[contact-info, [652.0, 196.0, 560.0, 36.0], uN4ItdGitM, 5713213]
[contact-info, [652.0, 232.0, 560.0, 36.0], uN4ItdGitM, 5713213]
[folio, [716.0, 296.0, 431.0, 36.0], I7aA46ZPn5, 5713213]
[paragraph, [647.0, 372.0, 552.0, 36.0], shoonya_1sW5FU81P1TJ6A, 5713213]
[paragraph, [647.0, 408.0, 552.0, 36.0], shoonya_1sW5FU81P1TJ6A, 5713213]
[paragraph, [647.0, 444.0, 552.0, 36.0], shoonya_1sW5FU81P1TJ6A, 5713213]
[paragraph, [646.0, 506.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 542.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 578.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 614.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 650.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 686.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 722.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 758.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 794.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 830.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 866.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 902.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 938.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 974.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 1010.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[paragraph, [646.0, 1046.0, 556.0, 36.0], shoonya_2sCU5O3WRRB9WP, 5713213]
[folio, [198.0, 1008.0, 393.0, 36.0], MEfkkMe_OY, 5713213]
[folio, [198.0, 1044.0, 393.0, 36.0], MEfkkMe_OY, 5713213]
[folio, [198.0, 1080.0, 393.0, 36.0], MEfkkMe_OY, 5713213]
[contact-info, [86.0, 1122.0, 1129.0, 36.0], YgkTUq2vZf, 5713213]
[contact-info, [86.0, 1158.0, 1129.0, 36.0], YgkTUq2vZf, 5713213]
[placeholder-text, [572.0, 1322.0, 547.0, 18.0], aYfpO88aum, 5713213]
[placeholder-text, [572.0, 1340.0, 547.0, 18.0], aYfpO88aum, 5713213]
[placeholder-text, [572.0, 1358.0, 547.0, 18.0], aYfpO88aum, 5713213]
[placeholder-text, [572.0, 1376.0, 547.0, 18.0], aYfpO88aum, 5713213]
[placeholder-text, [572.0, 1394.0, 547.0, 18.0], aYfpO88aum, 5713213]
[placeholder-text, [572.0, 1412.0, 547.0, 18.0], aYfpO88aum, 5713213]
[placeholder-text, [572.0, 1430.0, 547.0, 18.0], aYfpO88aum, 5713213]
[placeholder-text, [572.0, 1448.0, 547.0, 18.0], aYfpO88aum, 5713213]
[placeholder-text, [572.0, 1466.0, 547.0, 18.0], aYfpO88aum, 5713213]
[placeholder-text, [572.0, 1484.0, 547.0, 18.0], aYfpO88aum, 5713213]
[contact-info, [85.0, 1354.0, 418.0, 36.0], D-RMTpYIR1, 5713213]
[contact-info, [85.0, 1390.0, 418.0, 36.0], D-RMTpYIR1, 5713213]
[contact-info, [85.0, 1426.0, 418.0, 36.0], D-RMTpYIR1, 5713213]
[folio, [565.0, 1554.0, 185.0, 36.0], B7qSYJfBis, 5713213]
