[2339, 1654]
[folio, [101.0, 70.0, 339.0, 36.0], yS1WcbNpyu, 5751230]
[paragraph, [105.0, 1428.0, 1452.0, 36.0], shoonya_8sQY9UTA4F7UUC, 5751230]
[paragraph, [105.0, 1464.0, 1452.0, 36.0], shoonya_8sQY9UTA4F7UUC, 5751230]
[paragraph, [244.0, 1497.0, 901.0, 36.0], ZIMbHp4nok, 5751230]
[paragraph, [244.0, 1533.0, 901.0, 36.0], ZIMbHp4nok, 5751230]
[reference, [923.0, 1564.0, 477.0, 36.0], shoonya_4sV7JNIEXQ1ND5, 5751230]
[paragraph, [120.0, 1605.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1641.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1677.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1713.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1749.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1785.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1821.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1857.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1893.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1929.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 1965.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 2001.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 2037.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 2073.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 2109.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 2145.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
[paragraph, [120.0, 2181.0, 1446.0, 36.0], shoonya_0sHACXD2J81YJA, 5751230]
