[1754, 1241]
[folio, [157.0, 77.0, 938.0, 36.0], W2XHYIH931, 6476925]
[ordered-list, [129.0, 852.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 888.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 924.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 960.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 996.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1032.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1068.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1104.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1140.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1176.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1212.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1248.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1284.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1320.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1356.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1392.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1428.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1464.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1500.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[ordered-list, [129.0, 1536.0, 996.0, 36.0], x7spe3FG_c, 6476925]
[sub-ordered-list, [179.0, 634.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 670.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 706.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 742.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 778.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 814.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 850.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 886.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 922.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 958.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 994.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 1030.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [179.0, 1066.0, 930.0, 36.0], 0y7mCVKv2a, 6476925]
[sub-ordered-list, [173.0, 1182.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1218.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1254.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1290.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1326.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1362.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1398.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1434.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1470.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1506.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
[sub-ordered-list, [173.0, 1542.0, 926.0, 36.0], shoonya_0sIUQ1MPP9H4T0, 6476925]
